台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
710201302			1	2012				
710201401	710201402	1	2					
710201402			1	2012				
710201501	710201502	1	2					
710201502			1	2012				
710201601	710201602	1	2					
710201602			1	2012				
710201701	710201702	1	2					
710201702			1	2012				
710201801	710201802	1	2					
710201802			1	2012				
710201901	710201902	1	2					
710201902			1	2012				
710202001	710202002		1	2012				
710202002	710202003		1	2012				
710202003			1	2012				
710202101	710202102		1	2012				
710202102	710202103		1	2012				
710202103			1	2012				
710202201			1	2012				
710203001			1	2085				
710204001	710204002		1	2026				
710204002	710204003	1	2					
710204003	710204004		1	2026				
710204004	710204005		1	2026				
710204005			1	2026				
710204101	710204102	1	2					
710204102			1	2026				
710204201	710204202	1	2					
710204202			1	2026				
710204301	710204302	1	2					
710204302			1	2026				
710204401	710204402	1	2					
710204402			1	2026				
710204501	710204502	1	2					
710204502			1	2026				
710204601	710204602	1	2					
710204602			1	2026				
710204701	710204702	1	2					
710204702			1	2026				
710204801	710204802	1	2					
710204802			1	2026				
710204901	710204902	1	2					
710204902			1	2026				
710205001	710205002		1	2026				
710205002	710205003		1	2026				
710205003			1	2026				
710205101	710205102		1	2026				
710205102	710205103		1	2026				
710205103			1	2026				
710205201			1	2026				
710206101	710206102		1	2085				
710206102	710206103		1	2085				
710206103	710206104		1	2085				
710206104	710206105		1	2085				
710206105			1	2085				
710206201	710206202		1	2085				
710206202	710206203		1	2085				
710206203	710206204		1	2085				
710206204			1	2085				
710206301	710206302		1	2085				
710206302	710206303		1	2085				
710206303	710206304		1	2085				
710206304			1	2085				
710206401			1	2085				
710207101			1	2012				
710207201			1	2026				
710210101	710210102,710210106		1	20127				
710210102	710210103	1	2					
710210103	710210104		1	20127				
710210104	710210105		1	20127				
710210105			1	20127				
710210106	710210107	1	2					
710210107	710210108		1	20127				
710210108	710210109		1	20127				
710210109			1	20127				
710220101	710220102		1	20217				
710220102	710220103	1	2					
710220103	710220104		1	20217				
710220104	710220107		1	20217				
710220107	710220108		1	20217				
710220108	710220109		1	20217				
710220109	710220110		1	20217				
710220110	710220111		1	20217				
710220111	710220112	1	2					
710220112	710220113		1	20217				
710220113	710220114		1	20217				
710220114	710220115		1	20217				
710220115	710220116	1	2					
710220116			1	20217				
710220201	710220202		1	20217				
710220202	710220203	1	2					
710220203	710220204		1	20217				
710220204	710220205		1	20217				
710220205	710220206		1	20217				
710220206	710220207		1	20217				
710220207	710220208		1	20217				
710220208	710220209		1	20217				
710220209	710220210	1	2					
710220210	710220211		1	20217				
710220211	710220212		1	20217				
710220212	710220213		1	20217				
710220213	710220214		1	20217				
710220214	710220215	1	2					
710220215	710220216		1	20217				
710220216	710220217	1	2					
710220217	710220218		1	20217				
710220218	710220219		1	20217				
710220219	710220220	1	2					
710220220	710220221		1	20217				
710220221	710220222		1	20217				
710220222	710220223		1	20217				
710220223	710220224		1	20217				
710220224	710220225	1	2					
710220225	710220226		1	20217				
710220226	710220227		1	20217				
710220227			1	20217				
710220301			1	20217				
710220401	710220402		1	20217				
710220402	710220403	1	2					
710220403	710220404		1	20217				
710220404	710220405		1	20217				
710220405	710220406	1	2					
710220406	710220407		1	20217				
710220407	710220408		1	20217				
710220408	710220409		1	20217				
710220409	710220410		1	20217				
710220410	710220411	1	2					
710220411	710220412		1	20217				
710220412	710220413		1	20217				
710220413			1	20217				
710220501	710220502	1	2					
710220502	710220503		1	20217				
710220503	710220504		1	20217				
710220504	710220505	1	2					
710220505			1	20217				
710220601								
710220602								
710240101			1	2039				
710280101			1	2039				
710320101			1	2039				
710320201								
710320301			1	2039				
710330101	710330102		1	240901				
710330102	710330103	1	2					
710330103	710330104		1	240901				
710330104	710330105,710330106		1	240901				
710330105	710330107		2					
710330106	710330107		2					
710330107	710330108		1	240901				
710330108	710330109		1	240901				
710330109	710330110		1	240901				
710330110	710330111		1	240901				
710330111	710330112		1	240901				
710330112	710330113	1	2					
710330113	710330114		1	240901				
710330114	710330115		1	240901				
710330115			1	240901				
710330301	710330302		1	240901				
710330302	710330303	1	2					
710330303	710330304		1	240901				
710330304	710330305		1	240901				
710330305	710330306		1	240901				
710330306			1	240901				
710330401	710330402		1	230601				
710330402	710330403		1	230601				
710330403	710330404	1	2					
710330404	710330405		1	230601				
710330405	710330406		1	230601				
710330406	710330407		1	230601				
710330407	710330408		1	230601				
710330408	710330409		1	240901				
710330409	710330410		1	240901				
710330410			1	240901				
710330501	710330502,710330503		1	220501				
710330502	710330504		2					
710330503	710330504		2					
710330504	710330505		1	220501				
710330505	710330506		1	220501				
710330506	710330507		1	220501				
710330507	710330508		1	220501				
710330508	710330509		1	230501				
710330509	710330510		1	230801				
710330510	710330511		1	230901				
710330511	710330512		1	220501				
710330512	710330513		1	220501				
710330513	710330514		1	230501				
710330514	710330515		1	230801				
710330515	710330516		1	230901				
710330516	710330517		1	220501				
710330517			1	220501				
710330601			1	220501				
710330602			1	220501				
710330701			1	220501				
710330801			1	220501				
710330901	710330902		1	220501				
710330902			1	220501				
710331001	710331002		1	230801				
710331002	710331003		1	230501				
710331003	710331004		1	230901				
710331004	710331005		1	220501				
710331005			1	220501				
710331006	710331007		1	240901				
710331007	710331008		1	220501				
710331008	710331009		1	240901				
710331009	710331010		1	220501				
710331010	710331011		1	230901				
710331011	710331012		1	230801				
710331012	710331013		1	240901				
710331013			1	220501				
710331101	710331102		1	240901				
710331102	710331103		1	220501				
710331103	710331104		1	240901				
710331104	710331105		1	220501				
710331105	710331106		1	240901				
710331106	710331107		1	220501				
710331107	710331108		1	220501				
710331108	710331109		1	240901				
710331109	710331110		1	230501				
710331110	710331111		1	240901				
710331111	710331112		1	220501				
710331112	710331113		1	240901				
710331113	710331114		1	220501				
710331114	710331115		1	240901				
710331115	710331116,710331117		1	230501				
710331116	710331118		2					
710331117	710331118		2					
710331118	710331119		1	240901				
710331119	710331120		1	220501				
710331120	710331121		1	220501				
710331121	710331122		1	240901				
710331122	710331123		1	220501				
710331123	710331124		1	220501				
710331124	710331125		1	220501				
710331125	710331126		1	240901				
710331126	710331127		1	230501				
710331127	710331128		1	230501				
710331128	710331129		1	240901				
710331129	710331130		1	240901				
710331130	710331131		1	220501				
710331131	710331132		1	240901				
710331132	710331133		1	240901				
710331133	710331134		1	220501				
710331134	710331135,710331136		1	240901				
710331135	710331137		2					
710331136	710331137		2					
710331137	710331138		1	240901				
710331138			1	220501				
710331201	710331202		1	230601				
710331202	710331203	1	2					
710331203	710331204		1	230601				
710331204	710331205		1	230601				
710331205	710331206,710331207		1	230601				
710331206	710331208		2					
710331207	710331208		2					
710331208	710331209		1	230601				
710331209			1	230601				
710331301			1	1005				
710331302			1	1005				
710331401	710331402		1	220501				
710331402	710331403		1	220501				
710331403	710331404		1	230801				
710331404	710331405		1	220501				
710331405	710331406		1	230501				
710331406	710331407		1	220501				
710331407	710331408		1	230501				
710331408	710331409		1	230901				
710331409	710331410,710331411		1	220501				
710331410	710331411		2					
710331411	710331412		2					
710331412	710331413		1	220501				
710331413			1	220501				
710331501			1	10375				
710335001	710335002		1	230601				
710335002			1	240901				
710335101			1	230801				
710335201			1	230901				
710335301			1	230501				
710340101			1	240901				
710340201			1	220501				
710340301			1	230801				
710340401			1	230901				
710340501			1	230501				
710340601			1	230801				
710340701			1	230901				
710340801			1	230501				
716500101	716500102		1	2457				
716500102	716500103	1	2					
716500103	716500104		1	2457				
716500104	716500105		1	2457				
716500105	716500106		1	2457				
716500106	716500107		1	2457				
716500107	716500108		1	2457				
716500108	716500109		1	2457				
716500109	716500110		1	2457				
716500110			1	2457				
716500201	716500202		1	2457				
716500202	716500203		1	2457				
716500203	716500204		1	2457				
716500204	716500205		1	2457				
716500205			1	2457				
716510101	716510102,716510104		1	2078				
716510102	716510103	1	2					
716510103	716510106		1	2078				
716510104	716510105	1	2					
716510105	716510106		1	2078				
716510106	716510107		1	2078				
716510107	716510108		1	2078				
716510108	716510109		1	2078				
716510109			1	2078				
716520101	716520102		1	30050				
716520102	716520103		1	30049				
716520103	716520104	1	2					
716520104	716520105		1	30050				
716520105	716520106		1	30050				
716520106	716520107		1	30050				
716520107	716520108		1	30050				
716520108	716520109		1	30050				
716520109	716520110		1	30050				
716520110	716520111		1	30050				
716520111	716520112	1	2					
716520112	716520113		1	30050				
716520113	716520114		1	30049				
716520114	716520115		1	30050				
716520115	716520116		1	30050				
716520116	716520117		1	30050				
716520117	716520118		1	30050				
716520118	716520119	1	2					
716520119	716520120		1	30050				
716520120	716520121		1	30049				
716520121			1	30049				
716520301	716520302		1	30049				
716520302	716520303	1	2					
716520303	716520304		1	30050				
716520304	716520305		1	30049				
716520305	716520306	1	2					
716520306	716520307		1	30049				
716520307	716520308		1	30049				
716520308	716520309		1	30050				
716520309	716520310		1	30049				
716520310	716520311	1	2					
716520311	716520312		1	30049				
716520312	716520313		1	30050				
716520313	716520314		1	30049				
716520314	716520315		1	30049				
716520315	716520316		1	30050				
716520316	716520317		1	30050				
716520317	716520318		1	30049				
716520318	716520319,716520322		1	30049				
716520319	716520320	1	2					
716520320	716520321		1	30049				
716520321	716520325		1	30050				
716520322	716520323	1	2					
716520323	716520324		1	30049				
716520324	716520325		1	30050				
716520325	716520326		1	30049				
716520326	716520327		1	30049				
716520327	716520328		1	30049				
716520328	716520329		1	30049				
716520329	716520330		1	30050				
716520330			1	30049				
716520501	716520502,716520504		1	30049				
716520502	716520503	1	2					
716520503	716520506		1	30049				
716520504	716520505	1	2					
716520505	716520506		1	30049				
716520506	716520507		1	30050				
716520507	716520508		1	30050				
716520508	716520509		1	30049				
716520509	716520510		1	30049				
716520510	716520511		1	30050				
716520511	716520512		1	30050				
716520512	716520513		1	30050				
716520513	716520514	1	2					
716520514			1	30050				
716528001	716528002	1	2					
716528002	716528003		1	30049				
716528003	716528004		1	30049				
716528004			1	30049				
716529201			1	30050				
716529301	716529302	1	2					
716529302	716529303		1	30050				
716529303	716529304		1	30050				
716529304	716529305		1	30050				
716529305	716529306		1	30050				
716529306			1	30050				
716529401	716529402	1	2					
716529402	716529403		1	30050				
716529403	716529404		1	30050				
716529404			1	30050				
716529501	716529502	1	2					
716529502			1	30050				
716529601	716529602		1	30049				
716529701	716529702	1	2					
716529702	716529703		1	30049				
716529703	716529704		1	30049				
716529704			1	30049				
716529801	716529802	1	2					
716529802	716529803		1	30049				
716529803	716529804		1	30049				
716529804			1	30049				
716529901	716529902	1	2					
716529902			1	30049				
716540201	716540202		1	1005				
716540202	716540203,716540205		1	1005				
716540203	716540204		2					
716540204	716540207		1	1005				
716540205	716540206		2					
716540206	716540207		1	1005				
716540207	716540208		1	1005				
716540208			1	1005				
716540301			1	10212				
716540302	716540303		1	1005				
716540303	716540304		1	10212				
716540304	716540305		1	10212				
716540305	716540306		1	10212				
716540306	716540307	1	2					
716540307	716540308		1	1005				
716540308	716540309		1	10212				
716540309	716540310		1	10212				
716540310	716540311		1	10212				
716540311	716540312	1	2					
716540312	716540313		1	10212				
716540313	716540314		1	10212				
716540314	716540315		1	10212				
716540315	716540316		1	10212				
716540316	716540317		1	10212				
716540317	716540318		1	10212				
716540318	716540319		1	1005				
716540319	716540320		1	10212				
716540320	716540321		1	10212				
716540321	716540322		1	10212				
716540322	716540323		1	1005				
716540323	716540324		1	10212				
716540324	716540325		1	10212				
716540325	716540326		1	10212				
716540326	716540327		1	1005				
716540327	716540328		1	10212				
716540328	716540329	1	2					
716540329	716540330		1	10212				
716540330			1	10212				
716550101	716550102,716550103		4	999999900				
716550102	716550105	1	2					
716550103	716550104	1	2					
716550104	716550105		4	999999900				
716550105	716550106		4	999999900				
716550106	716550107		4	999999900				
716550107	716550108		4	999999900				
716550108	716550109		4	999999900				
716550109	716550110		4	999999900				
716550110	716550111		4	999999900				
716550111	716550112,716550113		4	999999900				
716550112	716550114	1	2					
716550113	716550114	1	2					
716550114	716550115		4	999999900				
716550115	716550116		4	999999900				
716550116	716550117		4	999999900				
716550117	716550118	1	2					
716550118	716550119		4	999999900				
716550119	716550120		4	999999900				
716550120			4	999999900				
717000101	717000102	1	2					
717000102	717000103		1	2025				
717000103	717000104,717000105		1	2025				
717000104		1	2					
717000105	717000106	1	2					
717000106			1	2025				
717000201	717000202		1	2025				
717000202	717000203		1	2025				
717000203			1	2025				
717010101	717010102	1	2					
717010102	717010103		1	2103				
717010103	717010104,717010105		1	2103				
717010104		1	2					
717010105	717010106	1	2					
717010106			1	2103				
717010201	717010202		1	2103				
717010202			1	2103				
717020101	717020102	1	2					
717020102	717020103,717020104		1	2103				
717020103		1	2					
717020104	717020105	1	2					
717020105			1	2103				
717020201	717020202		1	2103				
717020202			1	2103				
717030101	717030102	1	2					
717030102	717030103,717030104		1	2103				
717030103		1	2					
717030104	717030105	1	2					
717030105			1	2103				
717030201	717030202		1	2103				
717030202	717030203		1	2103				
717030203			1	2103				
717040101	717040102	1	2					
717040102	717040103,717040104		1	2103				
717040103		1	2					
717040104	717040105	1	2					
717040105			1	2103				
717040201	717040202		1	2103				
717040202			1	2103				
717050101	717050102	1	2					
717050102	717050103,717050104		1	2204				
717050103		1	2					
717050104	717050105	1	2					
717050105			1	2204				
717050201	717050202		1	2204				
717050202			1	2204				
717060101	717060102	1	2					
717060102	717060103,717060104		1	2204				
717060103		1	2					
717060104	717060105	1	2					
717060105			1	2204				
717060201	717060202		1	2204				
717060202			1	2204				
717070101	717070102	1	2					
717070102	717070103,717070104		1	2204				
717070103		1	2					
717070104	717070105	1	2					
717070105			1	2204				
717070201	717070202		1	2204				
717070202			1	2204				
717080101	717080102	1	2					
717080102	717080103,717080104		1	2302				
717080103		1	2					
717080104	717080105	1	2					
717080105			1	2302				
717080201	717080202		1	2302				
717080202	717080203		1	2302				
717080203			1	2302				
717090101	717090102	1	2					
717090102	717090103,717090104		1	2046				
717090103		1	2					
717090104	717090105	1	2					
717090105			1	2046				
717090201	717090202		1	2046				
717090202	717090203		1	2046				
717090203			1	2046				
717100101	717100102	1	2					
717100102	717100103,717100104		1	2046				
717100103		1	2					
717100104	717100105	1	2					
717100105			1	2046				
717100201	717100202		1	2046				
717100202			1	2046				
717110101	717110102	1	2					
717110102	717110103,717110104		1	2046				
717110103		1	2					
717110104	717110105	1	2					
717110105			1	2046				
717110201	717110202		1	2046				
717110202	717110203		1	2046				
717110203			1	2046				
717120101	717120102	1	2					
717120102	717120103,717120104		1	2046				
717120103		1	2					
717120104	717120105	1	2					
717120105	717120106		1	2046				
717120106			1	2046				
717120201	717120202		1	2046				
717120202			1	2046				
717130101	717130102	1	2					
717130102	717130103		1	2048				
717130103	717130104,717130105		1	2048				
717130104		1	2					
717130105	717130106	1	2					
717130106			1	2048				
717130201	717130202		1	2048				
717130202			1	2048				
717140101	717140102	1	2					
717140102	717140103,717140104		1	2007				
717140103		1	2					
717140104	717140105	1	2					
717140105			1	2007				
717140201	717140202		1	2007				
717140202	717140203		1	2007				
717140203			1	2007				
718000101	718000102		1	2093				
718000102	718000104	1	2					
718000103	718000105	1	2					
718000104	718000106		1	2093				
718000105			1	2093				
718000106	718000107		1	2093				
718000107	718000108		1	2093				
718000108	718000109		1	2093				
718000109			1	2093				
718000110	718000111	1	2					
718000111			1	2093				
718000201	718000202		1	2093				
718000202			1	2093				
718000301	718000302,718000305		1	2093				
718000302	718000303	1	2					
718000303	718000304		1	2093				
718000304	718000307		1	2093				
718000305	718000306	1	2					
718000306	718000307		1	2093				
718000307	718000308		1	1005				
718000308	718000309		1	2093				
718000309	718000310		1	2093				
718000310			1	2093				
718000401	718000402		1	10245				
718000402			1	10245				
718000701			1	2093				
718020101	718020102		1	1005				
718020102	718020103		1	1005				
718020103			1	10258				
718020201	718020202		1	10258				
718020202	718020203	1	2					
718020203	718020204		1	10258				
718020204	718020205		1	10258				
718020205	718020206		1	10258				
718020206	718020207		1	10258				
718020207	718020208		1	10258				
718020208	718020209	1	2					
718020209	718020210		1	10258				
718020210	718020211		1	10258				
718020211			1	10258				
718020301	718020302		1	20136				
718020302	718020303	1	2					
718020303	718020304		1	20136				
718020304	718020305		1	20136				
718020305	718020306		1	20136				
718020306	718020307		1	20136				
718020307	718020308		1	20136				
718020308	718020309		1	20136				
718020309	718020310		1	20136				
718020310	718020311		1	20136				
718020311	718020312,718020314		1	20136				
718020312	718020313	1	2					
718020313			1	20136				
718020314	718020315	1	2					
718020315	718020316		1	20136				
718020316			1	20136				
718020401	718020402		1	20136				
718020402	718020403		1	1005				
718020403			1	20136				
718020501			1	20136				
718020502	718020503	1	2					
718020503	718020504		1	1005				
718020504	718020505		1	20136				
718020505			1	1005				
718020601			1	10258				
718030101	718030102		1	2016				
718030102	718030103	1	2					
718030103	718030104		1	2016				
718030104	718030105		1	2016				
718030105	718030106		1	2016				
718030106	718030107		1	2016				
718030107	718030108		1	2016				
718030108	718030109		1	2016				
718030109	718030110		1	2016				
718030110	718030111		1	2016				
718030111	718030112		1	2016				
718030112	718030113		1	2016				
718030113	718030114		1	2016				
718030114	718030115		1	2016				
718030115	718030116,718030119		1	2016				
718030116	718030117	1	2					
718030117	718030118		1	2016				
718030118			1	2016				
718030119	718030120	1	2					
718030120	718030121		1	2016				
718030121			1	2016				
718030201			1	2016				
718030301	718030302		1	20180				
718030302	718030303		1	1005				
718030303	718030304,718030308		1	20180				
718030304	718030305	1	2					
718030305	718030306		1	1005				
718030306	718030307		1	1005				
718030307	718030311		1	1005				
718030308	718030309	1	2					
718030309	718030310		1	1005				
718030310	718030311		1	1005				
718030311	718030312		1	1005				
718030312	718030313		1	1005				
718030313	718030314,718030317		1	20180				
718030314	718030315	1	2					
718030315	718030316		1	1005				
718030316	718030319		1	1005				
718030317	718030318		2					
718030318	718030319		1	1005				
718030319	718030320,718030322		1	20180				
718030320	718030321	1	2					
718030321			1	1005				
718030322	718030323	1	2					
718030323			1	1005				
718030401	718030402,718030404		1	2016				
718030402	718030403	1	2					
718030403			1	2016				
718030404	718030405	1	2					
718030405			1	2016				
718030407	718030410		1	1005				
718030408	718030409	1	2					
718030409	718030410		1	1005				
718030411			1	2016				
718030501	718030502		1	20180				
718030502	718030503		1	2016				
718030503	718030504	1	2					
718030504	718030505		1	2016				
718030505	718030506		1	2016				
718030506	718030508		1	2016				
718030507	718030510	1	2					
718030508	718030509	1	2					
718030509	718030510		1	2016				
718030510	718030511		1	2016				
718030511	718030512		1	2016				
718030512	718030513		1	2016				
718030513	718030514		1	2016				
718030514			1	20180				
718040101	718040102		1	2072				
718040102	718040103	1	2					
718040103	718040104		1	2072				
718040104	718040105		1	2072				
718040105	718040106		1	2072				
718040106	718040107		1	2072				
718040107	718040108		1	2072				
718040108	718040109		1	2072				
718040109			1	2072				
718040111	718040112		1	2072				
718040112	718040113		1	2072				
718040113			1	2072				
718040115			1	2072				
718040201	718040202,718040205,718040208		1	20135				
718040202	718040203	1	2					
718040203	718040204		1	20135				
718040204	718040201		1	1005				
718040205	718040206	1	2					
718040206	718040207		1	20135				
718040207	718040201		1	1005				
718040208	718040209	1	2					
718040209	718040210		1	20135				
718040210			1	1005				
718040301	718040302		1	2072				
718040302	718040303	1	2					
718040303	718040304		1	2072				
718040304	718040305		1	2072				
718040305	718040306		1	2072				
718040306	718040307		1	2072				
718040307	718040308		1	2072				
718040308	718040309		1	2072				
718040309	718040310		1	2072				
718040310	718040311		1	2072				
718040311	718040312	1	2					
718040312	718040313		1	2072				
718040313	718040314	1	2					
718040314	718040315		1	2072				
718040315			1	2072				
718040401	718040402		1	2012				
718040402	718040403	1	2					
718040403	718040404		1	2012				
718040404	718040405		1	2012				
718040405			1	2012				
718040501	718040502,718040504		1	2056				
718040502	718040503	1	2					
718040503			1	2056				
718040504	718040505	1	2					
718040505	718040506		1	2056				
718040506			1	2056				
718040601	718040602		1	2085				
718040602	718040603	1	2					
718040603	718040604		1	2085				
718040604			1	2085				
718040701	718040702		1	2072				
718040702	718040703	1	2					
718040703	718040704		1	2072				
718040704	718040705		1	2072				
718040705			1	2072				
718043401			1	2012				
718043501			1	2056				
718043601	718043602		1	2085				
718043602	718043603		1	2085				
718043603	718043604	1	2					
718043604	718043605		1	2085				
718043605			1	2085				
718044401			1	2012				
718044501			1	2056				
718044701			1	2012				
718045101	718045102,718045106		1	2072				
718045102	718045103	1	2					
718045103	718045104		1	2072				
718045104	718045105		1	2072				
718045105			1	2072				
718045106	718045107	1	2					
718045107	718045108		1	2072				
718045108	718045109		1	2072				
718045109			1	2072				
718045301			1	2072				
718045401	718045402		1	2012				
718045402			1	2012				
718045501			1	2056				
718045601			1	2085				
718045701	718045702	1	2					
718045702	718045703		1	2072				
718045703	718045704		1	2072				
718045704			1	2072				
718045801	718045802	1	2					
718045802			1	2072				
718050101	718050102		1	1625				
718050102	718050103	1	2					
718050103	718050104		1	1625				
718050104	718050105		1	1625				
718050105	718050106		1	1625				
718050106	718050107		1	1625				
718050107	718050108		1	1625				
718050108	718050109		1	1625				
718050109	718050110		1	1625				
718050110			1	1625				
718050201	718050202	1	2					
718050202	718050203		1	1625				
718050203			1	1625				
718050301	718050302	1	2					
718050302			1	1625				
718050401	718050402		1	200901				
718050402	718050403	1	2					
718050403	718050404		1	200901				
718050404	718050405		1	200901				
718050405	718050406		1	200901				
718050406			1	200901				
718050501	718050502		1	200301				
718050502	718050503	1	2					
718050503	718050504		1	200301				
718050504	718050505		1	200301				
718050505	718050506		1	200301				
718050506			1	200301				
718050601	718050602	1	2					
718050602	718050603		1	1625				
718050603	718050604	1	2					
718050604	718050605		1	1625				
718050605	718050606		1	1625				
718050606	718050607		1	1625				
718050607			1	1625				
718050701	718050702		1	1625				
718050702	718050703		1	1625				
718050703	718050704		1	1625				
718050704			1	1625				
718050801			1	200901				
718050901			1	200301				
718070101	718070102		1	2025				
718070102	718070103	1	2					
718070103	718070104		1	2025				
718070104	718070105		1	2025				
718070105	718070106		1	2025				
718070106	718070107		1	2025				
718070107	718070108,718070110		1	2025				
718070108	718070109	1	2					
718070109	718070113		1	2025				
718070110	718070111	1	2					
718070111	718070112		1	2025				
718070112	718070113		1	2025				
718070113	718070114	1	2					
718070114	718070115		1	2025				
718070115	718070116		1	2025				
718070116			1	2025				
718070201			1	2025				
718070301	718070302		1	2025				
718070302	718070303	1	2					
718070303	718070304		1	2025				
718070304	718070305		1	2025				
718070305			1	2025				
718080101	718080102		1	2056				
718080102	718080103	1	2					
718080103	718080104		1	2056				
718080104	718080105		1	2056				
718080105	718080106		1	2056				
718080106	718080107		1	2056				
718080107	718080108		1	2056				
718080108	718080109		1	2056				
718080109	718080110		1	2056				
718080110	718080111,718080113		1	2056				
718080111	718080112		2					
718080112			1	2056				
718080113	718080114		2					
718080114	718080115		1	2056				
718080115	718080116		1	2056				
718080116			1	2056				
718080201	718080202		1	2123				
718080202	718080203	1	2					
718080203	718080204		1	2123				
718080204	718080205		1	2123				
718080205	718080206		1	1005				
718080206	718080207	1	2					
718080207	718080208		1	2123				
718080208	718080209		1	2123				
718080209			1	2123				
718080301	718080302		1	2056				
718080302	718080303	1	2					
718080303	718080304		1	2056				
718080304	718080305	1	2					
718080305	718080306		1	2056				
718080306	718080307		1	2056				
718080307	718080308		1	2056				
718080308	718080309		1	2056				
718080309			1	2056				
718080401			1	2056				
718080501	718080502		1	1005				
718080502	718080503		1	1005				
718080503	718080504		1	1005				
718080504			1	1005				
718080601			1	2123				
718080701	718080702		1	1005				
718080702	718080703		1	1005				
718080703	718080704		1	1005				
718080704	718080705		1	1005				
718080705			1	1005				
718080706			1	1005				
718080707	718080708		1	1005				
718080708	718080709	1	1	1005				
718080709	718080710		1	1005				
718080710	718080711		1	1005				
718080711			1	1005				
718080801	718080802		1	2056				
718080802	718080803	1	2					
718080803	718080804		1	2056				
718080804	718080805		1	2056				
718080805	718080806		1	2056				
718080806	718080807		1	2056				
718080807			1	2056				
718080901	718080902		1	2056				
718080902	718080903	1	2					
718080903	718080904		1	2056				
718080904	718080905		1	2056				
718080905			1	2056				
718090101	718090102		1	2205				
718090102	718090103	1	2					
718090103	718090104		1	2205				
718090104	718090105		1	2205				
718090105	718090106	1	2					
718090106	718090107		1	2205				
718090107	718090108		1	2205				
718090108	718090109	1	2					
718090109	718090110		1	2205				
718090110	718090111		1	2205				
718090111	718090112		1	2205				
718090112	718090113		1	2205				
718090113			1	2205				
718090201	718090202		1	2060				
718090202	718090203	1	2					
718090203	718090204		1	2060				
718090204	718090205		1	2060				
718090205	718090206		1	2060				
718090206	718090207	1	2					
718090207	718090208		1	2060				
718090208			1	2060				
718090301	718090302		1	2011				
718090302	718090303	1	2					
718090303	718090304		1	2011				
718090304	718090305		1	2011				
718090305	718090306	1	2					
718090306	718090307		1	2011				
718090307	718090308		1	2011				
718090308			1	2011				
718090401	718090402		1	2205				
718090402	718090403	1	2					
718090403	718090404		1	2205				
718090404	718090405	1	2					
718090405	718090406		1	2205				
718090406	718090407	1	2					
718090407	718090408		1	2205				
718090408	718090409	1	2					
718090409	718090410		1	2205				
718090410	718090411		1	2205				
718090411	718090412	1	2					
718090412	718090413		1	2205				
718090413	718090414		1	2205				
718090414	718090415		1	2205				
718090415	718090416		1	2205				
718090416	718090417		1	2205				
718090417			1	2205				
718090501	718090502		1	1005				
718090502	718090503		1	1005				
718090503	718090504		1	1005				
718090504	718090505		1	1005				
718090505			1	1005				
718090601			1	2060				
718090701			1	2011				
718090801	718090802	1	2					
718090802			1	2205				
718090901	718090902	1	2					
718090902			1	2205				
718091001			1	2205				
718100101	718100102		1	20088				
718100102	718100103	1	2					
718100103	718100104		1	20088				
718100104	718100105		1	20088				
718100105	718100106	1	2					
718100106	718100107		1	20088				
718100107	718100108		1	20088				
718100108	718100109		1	20088				
718100109	718100110		1	20088				
718100110	718100111		1	20088				
718100111	718100112		1	20088				
718100112	718100113		1	20088				
718100113	718100114		1	20088				
718100114	718100115	1	2					
718100115	718100116		1	20088				
718100116	718100117		1	20088				
718100117	718100118		1	20088				
718100118	718100119,718100122		1	20088				
718100119	718100120		2					
718100120	718100121		1	20088				
718100121			1	20088				
718100122	718100123		2					
718100123	718100124		1	20088				
718100124	718100125		1	20088				
718100125	718100126		1	20088				
718100126			1	20088				
718100201	718100202		1	20088				
718100202	718100203		1	20088				
718100203	718100204		1	20088				
718100204			1	20088				
718100301	718100302		1	20088				
718100302	718100303		1	20088				
718100303	718100304		1	20088				
718100304	718100305		1	20088				
718100305	718100306		1	20088				
718100306	718100307	1	2					
718100307	718100308		1	20088				
718100308	718100309		1	20088				
718100309	718100310		1	20088				
718100310	718100311		1	20088				
718100311	718100312		1	20088				
718100312	718100313		1	20088				
718100313	718100314	1	2					
718100314	718100315		1	20088				
718100315	718100316		1	20088				
718100316	718100317		1	20088				
718100317			1	20088				
718100401	718100402		1	20088				
718100402			1	20088				
718110101	718110102		1	1627				
718110102	718110103	1	2					
718110103	718110104		1	1627				
718110104	718110105		1	1627				
718110105	718110106,718110107		1	1627				
718110106	718110108	1	2					
718110107	718110108	1	2					
718110108	718110109		1	1627				
718110109	718110110		1	1627				
718110110	718110111		1	1627				
718110111	718110112		1	1627				
718110112	718110113		1	1627				
718110113	718110114		1	1627				
718110114	718110115		1	1627				
718110115			1	1627				
718110201	718110202	1	2					
718110202	718110203		1	1627				
718110203	718110204		1	1627				
718110204	718110205		1	1627				
718110205			1	1627				
718110301	718110302	1	2					
718110302	718110303		1	1627				
718110303	718110304		1	1627				
718110304	718110305		1	1627				
718110305			1	1627				
718110401	718110402		1	1627				
718110402	718110403	1	2					
718110403	718110404		1	1627				
718110404	718110405,718110406		1	1627				
718110405	718110407	1	2					
718110406	718110407	1	2					
718110407	718110408		1	1627				
718110408	718110409		1	1627				
718110409	718110410		1	1627				
718110410	718110411		1	1627				
718110411			1	1627				
