技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	参数18	参数19	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	消耗道具4ID	消耗道具4数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	生活效果参数5	效果全队生效
433209	Sucrose_SkillUpgrade_2					3.5904	15																		4332	9	3	450000	104303	12	112040	9	113008	2	0	0			6							
433210	Sucrose_SkillUpgrade_2					3.8016	15																		4332	10	3	700000	104303	16	112040	12	113008	2	104319	1			6							
433211	Sucrose_SkillUpgrade_2					4.0128	15																		4332	11	3	0	0	0	0	0	0	0	0	0			6							
433212	Sucrose_SkillUpgrade_2					4.224	15																		4332	12	3	0	0	0	0	0	0	0	0	0			6							
433213	Sucrose_SkillUpgrade_2					4.488	15																		4332	13	3	0	0	0	0	0	0	0	0	0			6							
433214	Sucrose_SkillUpgrade_2					4.752	15																		4332	14	3	0	0	0	0	0	0	0	0	0			6							
433215	Sucrose_SkillUpgrade_2					5.016	15																		4332	15	3	0	0	0	0	0	0	0	0	0			6							
433901	Sucrose_SkillUpgrade_3					1.48	0.44	6	20	80															4339	1	3	0	0	0	0	0	0	0	0	0			0							
433902	Sucrose_SkillUpgrade_3					1.591	0.473	6	20	80															4339	2	3	12500	104301	3	112038	6	0	0	0	0			2							
433903	Sucrose_SkillUpgrade_3					1.702	0.506	6	20	80															4339	3	3	17500	104302	2	112039	3	0	0	0	0			3							
433904	Sucrose_SkillUpgrade_3					1.85	0.55	6	20	80															4339	4	3	25000	104302	4	112039	4	0	0	0	0			3							
433905	Sucrose_SkillUpgrade_3					1.961	0.583	6	20	80															4339	5	3	30000	104302	6	112039	6	0	0	0	0			4							
433906	Sucrose_SkillUpgrade_3					2.072	0.616	6	20	80															4339	6	3	37500	104302	9	112039	9	0	0	0	0			4							
433907	Sucrose_SkillUpgrade_3					2.22	0.66	6	20	80															4339	7	3	120000	104303	4	112040	4	113008	1	0	0			5							
433908	Sucrose_SkillUpgrade_3					2.368	0.704	6	20	80															4339	8	3	260000	104303	6	112040	6	113008	1	0	0			5							
433909	Sucrose_SkillUpgrade_3					2.516	0.748	6	20	80															4339	9	3	450000	104303	12	112040	9	113008	2	0	0			6							
433910	Sucrose_SkillUpgrade_3					2.664	0.792	6	20	80															4339	10	3	700000	104303	16	112040	12	113008	2	104319	1			6							
433911	Sucrose_SkillUpgrade_3					2.812	0.836	6	20	80															4339	11	3	0	0	0	0	0	0	0	0	0			6							
433912	Sucrose_SkillUpgrade_3					2.96	0.88	6	20	80															4339	12	3	0	0	0	0	0	0	0	0	0			6							
433913	Sucrose_SkillUpgrade_3					3.145	0.935	6	20	80															4339	13	3	0	0	0	0	0	0	0	0	0			6							
433914	Sucrose_SkillUpgrade_3					3.33	0.99	6	20	80															4339	14	3	0	0	0	0	0	0	0	0	0			6							
433915	Sucrose_SkillUpgrade_3					3.515	1.045	6	20	80															4339	15	3	0	0	0	0	0	0	0	0	0			6							
442101	Xinyan_PermanentSkill_1																								4421	1	2	0	0	0	0	0	0	0	0	0			1							
442201	Xinyan_PermanentSkill_2					0.15																			4422	1	2	0	0	0	0	0	0	0	0	0			4							
442301																									4423	1	2	0	0	0	0	0	0	0	0	0			0	104	1200	4	1			
443101	Xinyan_SkillUpgrade_1					0.7654	0.7396	0.9546	1.15842	0.625455	1.1309	40	5	0.745878	1.49144	1.862889									4431	1	3	0	0	0	0	0	0	0	0	0			0							
443102	Xinyan_SkillUpgrade_1					0.8277	0.7998	1.0323	1.25271	0.676364	1.22295	40	5	0.806589	1.612836	2.01452									4431	2	3	12500	104316	3	112035	6	0	0	0	0			2							
443103	Xinyan_SkillUpgrade_1					0.89	0.86	1.11	1.347	0.727273	1.315	40	5	0.8673	1.734233	2.16615									4431	3	3	17500	104317	2	112036	3	0	0	0	0			3							
443104	Xinyan_SkillUpgrade_1					0.979	0.946	1.221	1.4817	0.8	1.4465	40	5	0.95403	1.907656	2.382765									4431	4	3	25000	104317	4	112036	4	0	0	0	0			3							
443105	Xinyan_SkillUpgrade_1					1.0413	1.0062	1.2987	1.57599	0.850909	1.53855	40	5	1.014741	2.029052	2.534396									4431	5	3	30000	104317	6	112036	6	0	0	0	0			4							
443106	Xinyan_SkillUpgrade_1					1.1125	1.075	1.3875	1.68375	0.909091	1.64375	40	5	1.084125	2.167791	2.707688									4431	6	3	37500	104317	9	112036	9	0	0	0	0			4							
443107	Xinyan_SkillUpgrade_1					1.2104	1.1696	1.5096	1.83192	0.989091	1.7884	40	5	1.179528	2.358556	2.945964									4431	7	3	120000	104318	4	112037	4	113013	1	0	0			5							
443108	Xinyan_SkillUpgrade_1					1.3083	1.2642	1.6317	1.98009	1.069091	1.93305	40	5	1.274931	2.549322	3.184241									4431	8	3	260000	104318	6	112037	6	113013	1	0	0			5							
443109	Xinyan_SkillUpgrade_1					1.4062	1.3588	1.7538	2.12826	1.149091	2.0777	40	5	1.370334	2.740087	3.422517									4431	9	3	450000	104318	12	112037	9	113013	2	0	0			6							
443110	Xinyan_SkillUpgrade_1					1.513	1.462	1.887	2.2899	1.236364	2.2355	40	5	1.47441	2.948195	3.682455									4431	10	3	700000	104318	16	112037	12	113013	2	104319	1			6							
443111	Xinyan_SkillUpgrade_1					1.6198	1.5652	2.0202	2.45154	1.323636	2.3933	40	5	1.578486	3.156303	3.942393									4431	11	3	0	0	0	0	0	0	0	0	0			6							
443112	Xinyan_SkillUpgrade_1					1.7266	1.6684	2.1534	2.61318	1.410909	2.5511	40	5	1.682562	3.364411	4.202331									4431	12	3	0	0	0	0	0	0	0	0	0			6							
443113	Xinyan_SkillUpgrade_1					1.8334	1.7716	2.2866	2.77482	1.498182	2.7089	40	5	1.786638	3.572519	4.462269									4431	13	3	0	0	0	0	0	0	0	0	0			6							
443114	Xinyan_SkillUpgrade_1					1.9402	1.8748	2.4198	2.93646	1.585455	2.8667	40	5	1.890714	3.780627	4.722207									4431	14	3	0	0	0	0	0	0	0	0	0			6							
443115	Xinyan_SkillUpgrade_1					2.047	1.978	2.553	3.0981	1.672727	3.0245	40	5	1.99479	3.988735	4.982145									4431	15	3	0	0	0	0	0	0	0	0	0			6							
443201	Xinyan_SkillUpgrade_2					1.696	1.0404	500.552745	1.224	588.885583	1.44	692.806568	0.336	12	18										4432	1	3	0	0	0	0	0	0	0	0	0			0							
443202	Xinyan_SkillUpgrade_2					1.8232	1.11843	550.614978	1.3158	647.782327	1.548	762.096855	0.3612	12	18										4432	2	3	12500	104316	3	112035	6	0	0	0	0			2							
443203	Xinyan_SkillUpgrade_2					1.9504	1.19646	604.849062	1.4076	711.587132	1.656	837.161332	0.3864	12	18										4432	3	3	17500	104317	2	112036	3	0	0	0	0			3							
443204	Xinyan_SkillUpgrade_2					2.12	1.3005	663.255	1.53	780.3	1.8	918	0.42	12	18										4432	4	3	25000	104317	4	112036	4	0	0	0	0			3							
443205	Xinyan_SkillUpgrade_2					2.2472	1.37853	725.83279	1.6218	853.92093	1.908	1004.612858	0.4452	12	18										4432	5	3	30000	104317	6	112036	6	0	0	0	0			4							
443206	Xinyan_SkillUpgrade_2					2.3744	1.45656	792.582433	1.7136	932.449921	2.016	1096.999908	0.4704	12	18										4432	6	3	37500	104317	9	112036	9	0	0	0	0			4							
443207	Xinyan_SkillUpgrade_2					2.544	1.5606	863.503929	1.836	1015.886975	2.16	1195.161147	0.504	12	18										4432	7	3	120000	104318	4	112037	4	113013	1	0	0			5							
443208	Xinyan_SkillUpgrade_2					2.7136	1.66464	938.597277	1.9584	1104.232091	2.304	1299.096577	0.5376	12	18										4432	8	3	260000	104318	6	112037	6	113013	1	0	0			5							
443209	Xinyan_SkillUpgrade_2					2.8832	1.76868	1017.862478	2.0808	1197.485268	2.448	1408.806198	0.5712	12	18										4432	9	3	450000	104318	12	112037	9	113013	2	0	0			6							
443210	Xinyan_SkillUpgrade_2					3.0528	1.87272	1101.299532	2.2032	1295.646508	2.592	1524.290009	0.6048	12	18										4432	10	3	700000	104318	16	112037	12	113013	2	104319	1			6							
443211	Xinyan_SkillUpgrade_2					3.2224	1.97676	1188.908438	2.3256	1398.71581	2.736	1645.548011	0.6384	12	18										4432	11	3	0	0	0	0	0	0	0	0	0			6							
443212	Xinyan_SkillUpgrade_2					3.392	2.0808	1280.689197	2.448	1506.693173	2.88	1772.580204	0.672	12	18										4432	12	3	0	0	0	0	0	0	0	0	0			6							
443213	Xinyan_SkillUpgrade_2					3.604	2.21085	1376.641809	2.601	1619.578599	3.06	1905.386587	0.714	12	18										4432	13	3	0	0	0	0	0	0	0	0	0			6							
443214	Xinyan_SkillUpgrade_2					3.816	2.3409	1476.766273	2.754	1737.372086	3.24	2043.96716	0.756	12	18										4432	14	3	0	0	0	0	0	0	0	0	0			6							
443215	Xinyan_SkillUpgrade_2					4.028	2.47095	1581.06259	2.907	1860.073636	3.42	2188.321925	0.798	12	18										4432	15	3	0	0	0	0	0	0	0	0	0			6							
443901	Xinyan_SkillUpgrade_3					3.408	0.4	15	60	2															4439	1	3	0	0	0	0	0	0	0	0	0			0							
443902	Xinyan_SkillUpgrade_3					3.6636	0.43	15	60	2															4439	2	3	12500	104316	3	112035	6	0	0	0	0			2							
443903	Xinyan_SkillUpgrade_3					3.9192	0.46	15	60	2															4439	3	3	17500	104317	2	112036	3	0	0	0	0			3							
443904	Xinyan_SkillUpgrade_3					4.26	0.5	15	60	2															4439	4	3	25000	104317	4	112036	4	0	0	0	0			3							
443905	Xinyan_SkillUpgrade_3					4.5156	0.53	15	60	2															4439	5	3	30000	104317	6	112036	6	0	0	0	0			4							
443906	Xinyan_SkillUpgrade_3					4.7712	0.56	15	60	2															4439	6	3	37500	104317	9	112036	9	0	0	0	0			4							
443907	Xinyan_SkillUpgrade_3					5.112	0.6	15	60	2															4439	7	3	120000	104318	4	112037	4	113013	1	0	0			5							
443908	Xinyan_SkillUpgrade_3					5.4528	0.64	15	60	2															4439	8	3	260000	104318	6	112037	6	113013	1	0	0			5							
443909	Xinyan_SkillUpgrade_3					5.7936	0.68	15	60	2															4439	9	3	450000	104318	12	112037	9	113013	2	0	0			6							
443910	Xinyan_SkillUpgrade_3					6.1344	0.72	15	60	2															4439	10	3	700000	104318	16	112037	12	113013	2	104319	1			6							
443911	Xinyan_SkillUpgrade_3					6.4752	0.76	15	60	2															4439	11	3	0	0	0	0	0	0	0	0	0			6							
443912	Xinyan_SkillUpgrade_3					6.816	0.8	15	60	2															4439	12	3	0	0	0	0	0	0	0	0	0			6							
443913	Xinyan_SkillUpgrade_3					7.242	0.85	15	60	2															4439	13	3	0	0	0	0	0	0	0	0	0			6							
443914	Xinyan_SkillUpgrade_3					7.668	0.9	15	60	2															4439	14	3	0	0	0	0	0	0	0	0	0			6							
443915	Xinyan_SkillUpgrade_3					8.094	0.95	15	60	2															4439	15	3	0	0	0	0	0	0	0	0	0			6							
452101	Rosaria_PermanentSkill_1					0.12	5																		4521	1	2	0	0	0	0	0	0	0	0	0			1							
452201	Rosaria_PermanentSkill_2					0.15	10	0.15																	4522	1	2	0	0	0	0	0	0	0	0	0			4							
452301	Rosaria_Talent_RunningInTheNight					0.1																			4523	1	2	0	0	0	0	0	0	0	0	0			0							
453101	Rosaria_SkillUpgrade_1					0.5246	0.516	0.3182	0.6966	0.41624	0.43	1.3674	25	0.639324	1.278377	1.596762									4531	1	3	0	0	0	0	0	0	0	0	0			0							
453102	Rosaria_SkillUpgrade_1					0.5673	0.558	0.3441	0.7533	0.45012	0.465	1.4787	25	0.691362	1.382431	1.726731									4531	2	3	12500	104307	3	112032	6	0	0	0	0			2							
453103	Rosaria_SkillUpgrade_1					0.61	0.6	0.37	0.81	0.484	0.5	1.59	25	0.7434	1.486485	1.8567									4531	3	3	17500	104308	2	112033	3	0	0	0	0			3							
453104	Rosaria_SkillUpgrade_1					0.671	0.66	0.407	0.891	0.5324	0.55	1.749	25	0.81774	1.635134	2.04237									4531	4	3	25000	104308	4	112033	4	0	0	0	0			3							
453105	Rosaria_SkillUpgrade_1					0.7137	0.702	0.4329	0.9477	0.56628	0.585	1.8603	25	0.869778	1.739187	2.172339									4531	5	3	30000	104308	6	112033	6	0	0	0	0			4							
453106	Rosaria_SkillUpgrade_1					0.7625	0.75	0.4625	1.0125	0.605	0.625	1.9875	25	0.92925	1.858106	2.320875									4531	6	3	37500	104308	9	112033	9	0	0	0	0			4							
453107	Rosaria_SkillUpgrade_1					0.8296	0.816	0.5032	1.1016	0.65824	0.68	2.1624	25	1.011024	2.02162	2.525112									4531	7	3	120000	104309	4	112034	4	113015	1	0	0			5							
453108	Rosaria_SkillUpgrade_1					0.8967	0.882	0.5439	1.1907	0.71148	0.735	2.3373	25	1.092798	2.185133	2.729349									4531	8	3	260000	104309	6	112034	6	113015	1	0	0			5							
453109	Rosaria_SkillUpgrade_1					0.9638	0.948	0.5846	1.2798	0.76472	0.79	2.5122	25	1.174572	2.348646	2.933586									4531	9	3	450000	104309	12	112034	9	113015	2	0	0			6							
453110	Rosaria_SkillUpgrade_1					1.037	1.02	0.629	1.377	0.8228	0.85	2.703	25	1.26378	2.527025	3.15639									4531	10	3	700000	104309	16	112034	12	113015	2	104319	1			6							
453111	Rosaria_SkillUpgrade_1					1.1102	1.092	0.6734	1.4742	0.88088	0.91	2.8938	25	1.352988	2.705403	3.379194									4531	11	3	0	0	0	0	0	0	0	0	0			6							
453112	Rosaria_SkillUpgrade_1					1.1834	1.164	0.7178	1.5714	0.93896	0.97	3.0846	25	1.442196	2.883781	3.601998									4531	12	3	0	0	0	0	0	0	0	0	0			6							
453113	Rosaria_SkillUpgrade_1					1.2566	1.236	0.7622	1.6686	0.99704	1.03	3.2754	25	1.531404	3.062159	3.824802									4531	13	3	0	0	0	0	0	0	0	0	0			6							
453114	Rosaria_SkillUpgrade_1					1.3298	1.308	0.8066	1.7658	1.05512	1.09	3.4662	25	1.620612	3.240537	4.047606									4531	14	3	0	0	0	0	0	0	0	0	0			6							
453115	Rosaria_SkillUpgrade_1					1.403	1.38	0.851	1.863	1.1132	1.15	3.657	25	1.70982	3.418915	4.27041									4531	15	3	0	0	0	0	0	0	0	0	0			6							
453201	Rosaria_SkillUpgrade_2					0.584	1.36	6																	4532	1	3	0	0	0	0	0	0	0	0	0			0							
453202	Rosaria_SkillUpgrade_2					0.6278	1.462	6																	4532	2	3	12500	104307	3	112032	6	0	0	0	0			2							
453203	Rosaria_SkillUpgrade_2					0.6716	1.564	6																	4532	3	3	17500	104308	2	112033	3	0	0	0	0			3							
453204	Rosaria_SkillUpgrade_2					0.73	1.7	6																	4532	4	3	25000	104308	4	112033	4	0	0	0	0			3							
453205	Rosaria_SkillUpgrade_2					0.7738	1.802	6																	4532	5	3	30000	104308	6	112033	6	0	0	0	0			4							
453206	Rosaria_SkillUpgrade_2					0.8176	1.904	6																	4532	6	3	37500	104308	9	112033	9	0	0	0	0			4							
453207	Rosaria_SkillUpgrade_2					0.876	2.04	6																	4532	7	3	120000	104309	4	112034	4	113015	1	0	0			5							
453208	Rosaria_SkillUpgrade_2					0.9344	2.176	6																	4532	8	3	260000	104309	6	112034	6	113015	1	0	0			5							
453209	Rosaria_SkillUpgrade_2					0.9928	2.312	6																	4532	9	3	450000	104309	12	112034	9	113015	2	0	0			6							
453210	Rosaria_SkillUpgrade_2					1.0512	2.448	6																	4532	10	3	700000	104309	16	112034	12	113015	2	104319	1			6							
453211	Rosaria_SkillUpgrade_2					1.1096	2.584	6																	4532	11	3	0	0	0	0	0	0	0	0	0			6							
453212	Rosaria_SkillUpgrade_2					1.168	2.72	6																	4532	12	3	0	0	0	0	0	0	0	0	0			6							
453213	Rosaria_SkillUpgrade_2					1.241	2.89	6																	4532	13	3	0	0	0	0	0	0	0	0	0			6							
453214	Rosaria_SkillUpgrade_2					1.314	3.06	6																	4532	14	3	0	0	0	0	0	0	0	0	0			6							
453215	Rosaria_SkillUpgrade_2					1.387	3.23	6																	4532	15	3	0	0	0	0	0	0	0	0	0			6							
453901	Rosaria_SkillUpgrade_3					1.04	1.52	1.32	8	15	60														4539	1	3	0	0	0	0	0	0	0	0	0			0							
453902	Rosaria_SkillUpgrade_3					1.118	1.634	1.419	8	15	60														4539	2	3	12500	104307	3	112032	6	0	0	0	0			2							
453903	Rosaria_SkillUpgrade_3					1.196	1.748	1.518	8	15	60														4539	3	3	17500	104308	2	112033	3	0	0	0	0			3							
453904	Rosaria_SkillUpgrade_3					1.3	1.9	1.65	8	15	60														4539	4	3	25000	104308	4	112033	4	0	0	0	0			3							
453905	Rosaria_SkillUpgrade_3					1.378	2.014	1.749	8	15	60														4539	5	3	30000	104308	6	112033	6	0	0	0	0			4							
453906	Rosaria_SkillUpgrade_3					1.456	2.128	1.848	8	15	60														4539	6	3	37500	104308	9	112033	9	0	0	0	0			4							
453907	Rosaria_SkillUpgrade_3					1.56	2.28	1.98	8	15	60														4539	7	3	120000	104309	4	112034	4	113015	1	0	0			5							
453908	Rosaria_SkillUpgrade_3					1.664	2.432	2.112	8	15	60														4539	8	3	260000	104309	6	112034	6	113015	1	0	0			5							
453909	Rosaria_SkillUpgrade_3					1.768	2.584	2.244	8	15	60														4539	9	3	450000	104309	12	112034	9	113015	2	0	0			6							
453910	Rosaria_SkillUpgrade_3					1.872	2.736	2.376	8	15	60														4539	10	3	700000	104309	16	112034	12	113015	2	104319	1			6							
453911	Rosaria_SkillUpgrade_3					1.976	2.888	2.508	8	15	60														4539	11	3	0	0	0	0	0	0	0	0	0			6							
453912	Rosaria_SkillUpgrade_3					2.08	3.04	2.64	8	15	60														4539	12	3	0	0	0	0	0	0	0	0	0			6							
453913	Rosaria_SkillUpgrade_3					2.21	3.23	2.805	8	15	60														4539	13	3	0	0	0	0	0	0	0	0	0			6							
453914	Rosaria_SkillUpgrade_3					2.34	3.42	2.97	8	15	60														4539	14	3	0	0	0	0	0	0	0	0	0			6							
453915	Rosaria_SkillUpgrade_3					2.47	3.61	3.135	8	15	60														4539	15	3	0	0	0	0	0	0	0	0	0			6							
462101	Hutao_PermanentSkill_1					0.12	8																		4621	1	2	0	0	0	0	0	0	0	0	0			1							
462201	Hutao_PermanentSkill_2					0.5	0.33																		4622	1	2	0	0	0	0	0	0	0	0	0			4							
462301																									4623	1	2	0	0	0	0	0	0	0	0	0			0	105	1800	1,2,3,4	1	3	1	
463101	Hutao_SkillUpgrade_1					0.468864	0.482539	0.6105	0.65641	0.332737	0.352	0.859584	1.3596	25	0.654192	1.308107	1.633896								4631	1	3	0	0	0	0	0	0	0	0	0			0							
463102	Hutao_SkillUpgrade_1					0.500832	0.51544	0.652125	0.701165	0.355423	0.376	0.918192	1.4523	25	0.698796	1.397296	1.745298								4631	2	3	12500	104313	3	112038	6	0	0	0	0			2							
463103	Hutao_SkillUpgrade_1					0.5328	0.54834	0.69375	0.74592	0.37811	0.4	0.9768	1.545	25	0.7434	1.486485	1.8567								4631	3	3	17500	104314	2	112039	3	0	0	0	0			3							
463104	Hutao_SkillUpgrade_1					0.575424	0.592207	0.74925	0.805594	0.408359	0.432	1.054944	1.6686	25	0.802872	1.605404	2.005236								4631	4	3	25000	104314	4	112039	4	0	0	0	0			3							
463105	Hutao_SkillUpgrade_1					0.607392	0.625108	0.790875	0.850349	0.431045	0.456	1.113552	1.7613	25	0.847476	1.694593	2.116638								4631	5	3	30000	104314	6	112039	6	0	0	0	0			4							
463106	Hutao_SkillUpgrade_1					0.644688	0.663491	0.839438	0.902563	0.457513	0.484	1.181928	1.86945	25	0.899514	1.798647	2.246607								4631	6	3	37500	104314	9	112039	9	0	0	0	0			4							
463107	Hutao_SkillUpgrade_1					0.69264	0.712842	0.901875	0.969696	0.491543	0.52	1.26984	2.0085	25	0.96642	1.932431	2.41371								4631	7	3	120000	104315	4	112040	4	113014	1	0	0			5							
463108	Hutao_SkillUpgrade_1					0.740592	0.762193	0.964313	1.036829	0.525573	0.556	1.357752	2.14755	25	1.033326	2.066214	2.580813								4631	8	3	260000	104315	6	112040	6	113014	1	0	0			5							
463109	Hutao_SkillUpgrade_1					0.788544	0.811543	1.02675	1.103962	0.559603	0.592	1.445664	2.2866	25	1.100232	2.199998	2.747916								4631	9	3	450000	104315	12	112040	9	113014	2	0	0			6							
463110	Hutao_SkillUpgrade_1					0.836496	0.860894	1.089188	1.171094	0.593633	0.628	1.533576	2.42565	25	1.167138	2.333781	2.915019								4631	10	3	700000	104315	16	112040	12	113014	2	104319	1			6							
463111	Hutao_SkillUpgrade_1					0.884448	0.910244	1.151625	1.238227	0.627663	0.664	1.621488	2.5647	25	1.234044	2.467565	3.082122								4631	11	3	0	0	0	0	0	0	0	0	0			6							
463112	Hutao_SkillUpgrade_1					0.9324	0.959595	1.214063	1.30536	0.661693	0.7	1.7094	2.70375	25	1.30095	2.601349	3.249225								4631	12	3	0	0	0	0	0	0	0	0	0			6							
463113	Hutao_SkillUpgrade_1					0.980352	1.008946	1.2765	1.372493	0.695722	0.736	1.797312	2.8428	25	1.367856	2.735132	3.416328								4631	13	3	0	0	0	0	0	0	0	0	0			6							
463114	Hutao_SkillUpgrade_1					1.028304	1.058296	1.338938	1.439626	0.729752	0.772	1.885224	2.98185	25	1.434762	2.868916	3.583431								4631	14	3	0	0	0	0	0	0	0	0	0			6							
463115	Hutao_SkillUpgrade_1					1.076256	1.107647	1.401375	1.506758	0.763782	0.808	1.973136	3.1209	25	1.501668	3.0027	3.750534								4631	15	3	0	0	0	0	0	0	0	0	0			6							
463201	Hutao_SkillUpgrade_2					0.3	0.03841	0.64	8	9	16	4													4632	1	3	0	0	0	0	0	0	0	0	0			0							
463202	Hutao_SkillUpgrade_2					0.3	0.04071	0.688	8	9	16	4													4632	2	3	12500	104313	3	112038	6	0	0	0	0			2							
463203	Hutao_SkillUpgrade_2					0.3	0.04301	0.736	8	9	16	4													4632	3	3	17500	104314	2	112039	3	0	0	0	0			3							
463204	Hutao_SkillUpgrade_2					0.3	0.046	0.8	8	9	16	4													4632	4	3	25000	104314	4	112039	4	0	0	0	0			3							
463205	Hutao_SkillUpgrade_2					0.3	0.0483	0.848	8	9	16	4													4632	5	3	30000	104314	6	112039	6	0	0	0	0			4							
463206	Hutao_SkillUpgrade_2					0.3	0.0506	0.896	8	9	16	4													4632	6	3	37500	104314	9	112039	9	0	0	0	0			4							
463207	Hutao_SkillUpgrade_2					0.3	0.05359	0.96	8	9	16	4													4632	7	3	120000	104315	4	112040	4	113014	1	0	0			5							
463208	Hutao_SkillUpgrade_2					0.3	0.05658	1.024	8	9	16	4													4632	8	3	260000	104315	6	112040	6	113014	1	0	0			5							
463209	Hutao_SkillUpgrade_2					0.3	0.05957	1.088	8	9	16	4													4632	9	3	450000	104315	12	112040	9	113014	2	0	0			6							
463210	Hutao_SkillUpgrade_2					0.3	0.06256	1.152	8	9	16	4													4632	10	3	700000	104315	16	112040	12	113014	2	104319	1			6							
463211	Hutao_SkillUpgrade_2					0.3	0.06555	1.216	8	9	16	4													4632	11	3	0	0	0	0	0	0	0	0	0			6							
463212	Hutao_SkillUpgrade_2					0.3	0.06854	1.28	8	9	16	4													4632	12	3	0	0	0	0	0	0	0	0	0			6							
463213	Hutao_SkillUpgrade_2					0.3	0.07153	1.36	8	9	16	4													4632	13	3	0	0	0	0	0	0	0	0	0			6							
463214	Hutao_SkillUpgrade_2					0.3	0.07452	1.44	8	9	16	4													4632	14	3	0	0	0	0	0	0	0	0	0			6							
463215	Hutao_SkillUpgrade_2					0.3	0.07751	1.52	8	9	16	4													4632	15	3	0	0	0	0	0	0	0	0	0			6							
463901	Hutao_SkillUpgrade_3					3.03272	3.7909	0.062625	0.0835	15	60	0.5													4639	1	3	0	0	0	0	0	0	0	0	0			0							
463902	Hutao_SkillUpgrade_3					3.21432	4.0179	0.066375	0.0885	15	60	0.5													4639	2	3	12500	104313	3	112038	6	0	0	0	0			2							
463903	Hutao_SkillUpgrade_3					3.39592	4.2449	0.070125	0.0935	15	60	0.5													4639	3	3	17500	104314	2	112039	3	0	0	0	0			3							
463904	Hutao_SkillUpgrade_3					3.632	4.54	0.075	0.1	15	60	0.5													4639	4	3	25000	104314	4	112039	4	0	0	0	0			3							
463905	Hutao_SkillUpgrade_3					3.8136	4.767	0.07875	0.105	15	60	0.5													4639	5	3	30000	104314	6	112039	6	0	0	0	0			4							
463906	Hutao_SkillUpgrade_3					3.9952	4.994	0.0825	0.11	15	60	0.5													4639	6	3	37500	104314	9	112039	9	0	0	0	0			4							
463907	Hutao_SkillUpgrade_3					4.23128	5.2891	0.087375	0.1165	15	60	0.5													4639	7	3	120000	104315	4	112040	4	113014	1	0	0			5							
463908	Hutao_SkillUpgrade_3					4.46736	5.5842	0.09225	0.123	15	60	0.5													4639	8	3	260000	104315	6	112040	6	113014	1	0	0			5							
463909	Hutao_SkillUpgrade_3					4.70344	5.8793	0.097125	0.1295	15	60	0.5													4639	9	3	450000	104315	12	112040	9	113014	2	0	0			6							
463910	Hutao_SkillUpgrade_3					4.93952	6.1744	0.102	0.136	15	60	0.5													4639	10	3	700000	104315	16	112040	12	113014	2	104319	1			6							
463911	Hutao_SkillUpgrade_3					5.1756	6.4695	0.106875	0.1425	15	60	0.5													4639	11	3	0	0	0	0	0	0	0	0	0			6							
463912	Hutao_SkillUpgrade_3					5.41168	6.7646	0.11175	0.149	15	60	0.5													4639	12	3	0	0	0	0	0	0	0	0	0			6							
463913	Hutao_SkillUpgrade_3					5.64776	7.0597	0.116625	0.1555	15	60	0.5													4639	13	3	0	0	0	0	0	0	0	0	0			6							
463914	Hutao_SkillUpgrade_3					5.88384	7.3548	0.1215	0.162	15	60	0.5													4639	14	3	0	0	0	0	0	0	0	0	0			6							
463915	Hutao_SkillUpgrade_3					6.11992	7.6499	0.126375	0.1685	15	60	0.5													4639	15	3	0	0	0	0	0	0	0	0	0			6							
382101	Albedo_PermanentSkill_1																								3821	1	2	0	0	0	0	0	0	0	0	0			1							
382201	Albedo_PermanentSkill_2					125	10																		3822	1	2	0	0	0	0	0	0	0	0	0			4							
382301						0.1	2																		3823	1	2	0	0	0	0	0	0	0	0	0			0	2	1000	2	1			
383101	Albedo_SkillUpgrade_1					0.367392	0.367392	0.474548	0.49751	0.620739	0.473	0.602	20	0.639324	1.278377	1.596762									3831	1	3	0	0	0	0	0	0	0	0	0			0							
383102	Albedo_SkillUpgrade_1					0.397296	0.397296	0.513174	0.538005	0.671265	0.5115	0.651	20	0.691362	1.382431	1.726731									3831	2	3	12500	104307	3	112008	6	0	0	0	0			2							
383103	Albedo_SkillUpgrade_1					0.4272	0.4272	0.5518	0.5785	0.72179	0.55	0.7	20	0.7434	1.486485	1.8567									3831	3	3	17500	104308	2	112009	3	0	0	0	0			3							
383104	Albedo_SkillUpgrade_1					0.46992	0.46992	0.60698	0.63635	0.793969	0.605	0.77	20	0.81774	1.635134	2.04237									3831	4	3	25000	104308	4	112009	4	0	0	0	0			3							
383105	Albedo_SkillUpgrade_1					0.499824	0.499824	0.645606	0.676845	0.844494	0.6435	0.819	20	0.869778	1.739187	2.172339									3831	5	3	30000	104308	6	112009	6	0	0	0	0			4							
383106	Albedo_SkillUpgrade_1					0.534	0.534	0.68975	0.723125	0.902238	0.6875	0.875	20	0.92925	1.858106	2.320875									3831	6	3	37500	104308	9	112009	9	0	0	0	0			4							
