对话ID	触发方式	启用模式	[触发条件]组合	[触发条件]1类型	[触发条件]1参数1	[触发条件]1参数2	[触发条件]1参数3	[触发条件]1参数4	[触发条件]1参数5	[触发条件]2类型	[触发条件]2参数1	[触发条件]2参数2	[触发条件]2参数3	[触发条件]2参数4	[触发条件]2参数5	[触发条件]3类型	[触发条件]3参数1	[触发条件]3参数2	[触发条件]3参数3	[触发条件]3参数4	[触发条件]3参数5	[触发条件]4类型	[触发条件]4参数1	[触发条件]4参数2	[触发条件]4参数3	[触发条件]4参数4	[触发条件]4参数5	[触发条件]5类型	[触发条件]5参数1	[触发条件]5参数2	[触发条件]5参数3	[触发条件]5参数4	[触发条件]5参数5	[触发条件]6类型	[触发条件]6参数1	[触发条件]6参数2	[触发条件]6参数3	[触发条件]6参数4	[触发条件]6参数5	优先级	后续对话ID	初始台词ID	演员NpcID	专属父任务ID	额外加载标识ID	[完成执行]1类型	[完成执行]1参数1	[完成执行]1参数2	[完成执行]1参数3	[完成执行]1参数4	[完成执行]1参数5	[完成执行]2类型	[完成执行]2参数1	[完成执行]2参数2	[完成执行]2参数3	[完成执行]2参数4	[完成执行]2参数5	[完成执行]3类型	[完成执行]3参数1	[完成执行]3参数2	[完成执行]3参数3	[完成执行]3参数4	[完成执行]3参数5	[完成执行]4类型	[完成执行]4参数1	[完成执行]4参数2	[完成执行]4参数3	[完成执行]4参数4	[完成执行]4参数5	[完成执行]5类型	[完成执行]5参数1	[完成执行]5参数2	[完成执行]5参数3	[完成执行]5参数4	[完成执行]5参数5
7165297		3																																						1		716529701	30049																																
7165298		3		1	7165205	3																																		1		716529801	30049																																
7165299		3																																						1		716529901	30049																																
7165402	1	3	2	1	7165402	2				1	7165407	2				1	7165410	2																						5		716540201	1005	71654																															
7165403	1	3		1	7165403	2																																		7		716540301		71654	1001,999999900																														
7165404	1	3		1	7165408	2																																		7		716540301		71654	1001,999999900																														
7165405	1	3		1	7165411	2																																		7		716540301		71654	1001,999999900																														
7165501	2	3		1	7165501	2																																		6		716550101		71655	1001,999999900																														
7165502	2	3		1	7165501	2																																		6		716550101		71655	1002,999999900																														
7165503	2	3		1	7165501	2																																		6		716550101		71655	1003,999999900																														
7165504	2	3		1	7165501	2																																		6		716550101		71655	1004,999999900																														
7170001	2	1	1	1	7170001	2				19	7170001																													1		717000101	2025	71700																															
7170002	1	1		1	7170002	2																																		1		717000201	2025	71700																															
7170101	2	1	1	1	7170101	2				19	7170101																													1		717010101	2103	71701																															
7170102	1	1		1	7170102	2																																		1		717010201	2103	71701																															
7170201	2	1	1	1	7170201	2				19	7170201																													1		717020101	2103	71702																															
7170202	1	1		1	7170202	2																																		1		717020201	2103	71702																															
7170301	2	1	1	1	7170301	2				19	7170301																													1		717030101	2103	71703																															
7170302	1	1		1	7170302	2																																		1		717030201	2103	71703																															
7170401	2	1	1	1	7170401	2				19	7170401																													1		717040101	2103	71704																															
7170402	1	1		1	7170402	2																																		1		717040201	2103	71704																															
7170501	2	1	1	1	7170501	2				19	7170501																													1		717050101	2204	71705																															
7170502	1	1		1	7170502	2																																		1		717050201	2204	71705																															
7170601	2	1	1	1	7170601	2				19	7170601																													1		717060101	2204	71706																															
7170602	1	1		1	7170602	2																																		1		717060201	2204	71706																															
7170701	2	1	1	1	7170701	2				19	7170701																													1		717070101	2204	71707																															
7170702	1	1		1	7170702	2																																		1		717070201	2204	71707																															
7170801	2	1	1	1	7170801	2				19	7170801																													1		717080101	2302	71708																															
7170802	1	1		1	7170802	2																																		1		717080201	2302	71708																															
7170901	2	1	1	1	7170901	2				19	7170901																													1		717090101	2046	71709																															
7170902	1	1		1	7170902	2																																		1		717090201	2046	71709																															
7171001	2	1	1	1	7171001	2				19	7171001																													1		717100101	2046	71710																															
7171002	1	1		1	7171002	2																																		1		717100201	2046	71710																															
7171101	2	1	1	1	7171101	2				19	7171101																													1		717110101	2046	71711																															
7171102	1	1		1	7171102	2																																		1		717110201	2046	71711																															
7171201	2	1	1	1	7171201	2				19	7171201																													1		717120101	2046	71712																															
7171202	1	1		1	7171202	2																																		1		717120201	2046	71712																															
7171301	2	1	1	1	7171301	2				19	7171301																													1		717130101	2048	71713																															
7171302	1	1		1	7171302	2																																		1		717130201	2048	71713																															
7171401	2	1	1	1	7171401	2				19	7171401																													1		717140101	2007	71714																															
7171402	1	1		1	7171402	2																																		1		717140201	2007	71714																															
7180001	2	1		42	7180001																																			5	7180005,7180006	718000101	2093																																
7180002	2	1		1	7180002	2																																		5		718000201	2093	71800																															
7180003	1	1		1	7180006	2																																		5		718000301	2093	71800																															
7180004	2	1		1	7180002	2																																		5		718000401	10245	71800																															
7180005		1		42	7180001																																			4		718000103	2093																																
7180006		1		42	7180001																																			4		718000110	2093																																
7180202	2	1		1	7180206	2																																		5		718020201	10258	71802																															
7180203	2	1		1	7180207	2																																		5		718020301	20136	71802																															
7180204	2	1		1	7180203	2																																		4		718020401	20136	71802																															
7180205	2	1		1	7180204	2																																				718020501	20136	71802																															
7180206	2	1		1	7180206	3																																		1		718020601	10258																																
7180301	2	1		42	7180301																																			5		718030101	2016																																
7180302	2	1		1	7180301	3																																		5		718030201	2016	71803																															
7180303	1	1		1	7180304	2																																		5		718030301	20180	71803																															
7180304	2	1		1	7180305	2																																		6	7180305	718030401	2016	71803																															
7180305		1		24	1	1	71803																																	5		718030501	2016	71803																															
7180401	2	1	1	42	7180401																																			7	7180457,7180458	718040101	2072																																
7180402	2	1		1	7180402	2																																		5		718040201	20135	71804																															
7180403	2	1	1	1	7180403	2																																		5		718040301	2072	71804																															
7180404	2	1	1	1	7180404	2				19	7180406																													5		718040401	2012	71804																															
7180405	2	1	1	1	7180405	2				19	7180407																													6		718040501	2056	71804																															
7180406	2	1	1	1	7180406	2				19	7180408																													5		718040601	2085	71804																															
7180407	2	1	2	1	7180407	2																																		5		718040701	2072	71804																															
7180434	2	1	1	1	7180434	2																																		5		718043401	2012	71804																															
7180435	2	1	1	1	7180435	2																																		6		718043501	2056	71804																															
7180436	2	1	2	1	7180436	2																																		5		718043601	2085	71804																															
7180444	2	1	2	1	7180444	2																																		5		718044401	2012	71804																															
7180445	2	1	1	1	7180445	2																																		6		718044501	2056	71804																															
7180447	2	1	1	1	7180447	2																																		5		718044701	2012	71804																															
7180451	2	1	1	1	7180402	2																																		5		718045101	2072	71804																															
7180453	2	1	2	1	7180404	2				1	7180447	2				1	7180444	2				1	7180434	2				1	7180405	2				1	7180445	2				5		718045301	2072	71804																															
7180454	2	1	2	1	7180405	2				1	7180445	2				1	7180435	2				1	7180446	2				1	7180448	2				1	7180406	2				5		718045401	2012	71804																															
7180455	2	1	2	1	7180446	2				1	7180448	2				1	7180406	2				1	7180436	2				1	7180407	2										5		718045501	2056	71804																															
7180456	2	1	1	1	7180436	3				1	7180407	2																												5		718045601	2085	71804																															
7180457	2	1	1	42	7180401																																			6		718045701	2072																																
7180458	2	1	1	42	7180401																																			6		718045801	2072																																
7180459	2	1	2	1	7180435	2				1	7180446	2				1	7180448	2				1	7180406	2				1	7180436	2										5		718045301	2072	71804																															
7180460	2	1	2	1	7180436	2				1	7180407	2																												5		718045401	2012	71804																															
7180501	2	1	1	42	7180501																																			5	7180502,7180503	718050101	1625																																
7180502		1	1																																					5		718050201	1625																																
7180503		1	1																																					5		718050301	1625																																
7180504	2	1	1	1	7180501	3				1	7180502	2																												5		718050401	200901	71805																															
7180505	2	1	1	1	7180501	3				1	7180503	2																												5		718050501	200301	71805																															
7180506		1	1	1	7180505	3				1	7180506	2																												5		718050601	1625	71805																															
7180507		1	4	1	7180501	3				1	7180502	2				1	7180503	2																						5		718050701	1625	71805																															
7180508	2	1	4	1	7180502	3				1	7180504	2				1	7180505	2				1	7180506	2																5		718050801	200901	71805																															
7180509	2	1	4	1	7180503	3				1	7180504	2				1	7180505	2				1	7180506	2																5		718050901	200301	71805																															
7180701	2	1		42	7180701																																			5		718070101	2025																																
7180702	2	1		1	7180702	2																																		3		718070201	2025	71807																															
7180703	2	1		1	7180703	2																																		3		718070301	2025	71807																															
7180801	2	1		42	7180801																																			5		718080101	2056																																
7180802	2	1		1	7180806	2																																		5		718080201	2123	71808																															
7180803	2	1		1	7180807	2																																		5		718080301	2056	71808																															
7180804	2	1	2	1	7180802	2				1	7180803	2				1	7180804	2				1	7180805	2				1	7180806	2										4		718080401	2056	71808																															
7180805	2	1		1	7180808	2																																		5		718080501	1005	71808																															
7180806	2	1		1	7180806	3																																		4		718080601	2123	71808																															
7180808	2	1		1	7180811	2																																		5		718080801	2056	71808																															
7180809	2	1		1	7180810	2																																		5		718080901	2056	71808																															
7180901	2	1		42	7180901																																			5	7180908,7180909	718090101	2205																																
7180902	2	1		1	7180905	2																																				718090201	2060	71809																															
7180903	2	1		1	7180906	2																																				718090301	2011	71809																															
7180904	2	1		1	7180909	2																																		5		718090401	2205	71809																															
7180906	2	1	4	1	7180905	3				1	7180908	2				1	7180909	2																						4		718090601	2060	71809																															
7180907	2	1	4	1	7180906	3				1	7180908	2				1	7180909	2																						4		718090701	2011	71809																															
7180908		1																																								718090801	2205																																
7180909		1																																								718090901	2205																																
7180910	2	1	2	1	7180902	2				1	7180903	2				1	7180904	2				1	7180908	2																4		718091001	2205	71809																															
7181001	2	1		1	7181001	2																																		5		718100101	20088	71810																															
7181002	2	1		1	7181003	2																																				718100201	20088	71810																															
7181003	2	1		1	7181009	2																																				718100301	20088	71810																															
7181101	2	1	1	42	7181101																																			3	7181102,7181103	718110101	1627																																
7181102		1	1																																					5		718110201	1627																																
7181103		1	1																																					5		718110301	1627																																
7181104		1	1	1	7181106	3				1	7181107	2																												5		718110412	1627	71811																															
7181105	2	1	1	1	7181102	3				1	7181103	2																												5		718110501	209201	71811																															
7181106	2	1	1	1	7181102	3				1	7181104	2																												5		718110601	201001	71811																															
7181107	2	1	4	1	7181103	3				1	7181105	2				1	7181106	2				1	7181107	2																5		718110701	209201	71811																															
7181108	2	1	4	1	7181104	3				1	7181105	2				1	7181106	2				1	7181107	2																5		718110801	201001	71811																															
7181109		1	4	1	7181102	3				1	7181103	2				1	7181104	2																						5		718110901	1627	71811																															
7181201	2	1	1	42	7181201																																			5		718120101	2016																																
7181202	2	1	1	1	7181210	2																																		5		718120201	2016	71812																															
7181203	2	1	1	1	7181203	3				41	7181210	1																														718120301	20213	71812																															
7181205	2	1	2	1	7181202	2				1	7181203	2				1	7181204	2				1	7181209	2																4		718120501	2016	71812																															
7181301	2	1		42	7181301																																			5		718130101	2065																																
7181302	2	1		1	7181302	2																																				718130201	1625	71813																															
7181303	2	1		1	7181303	2																																		5		718130301	2205	71813																															
7181304	2	1		1	7181304	2																																		3		718130401	2205	71813																															
7181305	2	1		1	7181305	2																																				718130501	2205	71813																															
7181306	2	1		1	7181306	2																																		5		718130601	2310	71813																															
7181307	2	1		1	7181310	2																																		5		718130701	2310	71813																															
7181308	2	1		1	7181311	2																																				718130801	2143	71813																															
7181309	2	1	2	1	7181307	2				1	7181308	2				1	7181309	2																						3		718130901	2310	71813																															
7181310	2	1	2	1	7181306	2				1	7181307	2				1	7181308	2				1	7181309	2				1	7181310	2				1	7181311	2				3		718131001	2205	71813																															
7181401	2	1		42	7181401																																			5		718140101	2065																																
7181402	2	1	2	1	7181402	2				1	7181403	2				1	7181404	2				1	7181405	2																3		718140201	2065	71814																															
7181403	2	1		1	7181404	2																																		5		718140301	2065	71814																															
7181404	2	1		1	7181405	2																																		5		718140401	2143	71814																															
7181501	2	3		1	7181501	2																																		5		718150101	30039	71815																															
7181502	2	3		1	7181502	2																																		5		718150201	2410,2306	71815																															
7181503	2	3		1	7181503	2																																		5		718150301	2135	71815																															
7181504	2	3		1	7181504	2																																		5		718150401	2302	71815																															
7181505	2	3		1	7181505	2																																		5		718150501	2310	71815																															
7181506	2	3		1	7181506	2																																		5		718150601	2205	71815																															
7181507	2	3	1	1	7181507	2				1	7181508	2				19	7181508																							5		718150701	2205	71815																															
7181508	2	3	1	1	7181507	2				1	7181508	3																												5		718150801	2205	71815																															
7181509	2	3		1	7181509	2																																		5		718150901	10368	71815																															
7181510	2	3		1	7181510	2																																		5		718151001	10369	71815																															
7181511	2	3		1	7181511	2																																		5		718151101	10370	71815																															
7181512	2	3		1	7181512	2																																		5		718151201	2205	71815																															
7181520	2	3		1	7181513	2																																		5		718152001	30039	71815																															
7181521	2	3		1	7181515	2																																		5		718152101	30039	71815																															
7181522	2	3		1	7181517	2																																		5		718152201	30039	71815																															
7181582	2	3	2	1	7181509	2																																		5		718158201	2308	71815																															
7181583	2	3	2	1	7181510	2				1	7181511	2				1	7181512	2																						5		718158301	2308	71815																															
7181584	2	3	2	1	7181509	2				1	7181510	2																												5		718158401	2305	71815																															
7181585	2	3	2	1	7181511	2				1	7181512	2																												5		718158501	2305	71815																															
7181586	2	3	2	1	7181509	2				1	7181510	2				1	7181511	2																						5		718158601	2309	71815																															
7181587	2	3	2	1	7181512	2																																		5		718158701	2309	71815																															
7181588	2	3	2	1	7181509	2				1	7181510	2				1	7181511	2																						5		718159304	2205	71815																															
7181591	2	3		1	7181502	2																																		5		718159101	30039	71815																															
7181592	2	3		1	7181503	2																																		5		718159201	2410,2306	71815																															
7181593	2	3		1	99902	3																																		5		718159301	2305,2309,2308	71815																															
7181594	2	3		1	7181513	2																																		5		718159401	2205,2305,2309,2308	71815																															
7181595	2	3		1	7181505	2																																		5		718159501	2135	71815																															
7181596	2	3		1	7181506	2																																		5		718159601	2302	71815																															
7181597	2	3		1	7181504	2																																		5		718159701	2310	71815																															
7181598	2	3	2	1	7181506	2				1	7181507	2																												5		718159802	2305,2309,2308	71815																															
7181601	2	3		1	7181601	2																																		5		718160101	220701	71816																															
7181602	2	3		1	7181603	2																																		5		718160201	220701	71816																															
7181603	2	3	2	1	7181603	2				1	7181604	2				1	7181602	2																						5		718160301	206301	71816																															
7181604	2	3		1	7181605	2																																		5		718160401	206301	71816																															
7181605	2	3	1	1	7181606	2				19	7181606					1	7181610	2																						5		718160501	220701	71816																															
7181607	1	3		1	7181608	2																																		5		718160701	220701	71816																															
7181608	2	3	1	1	7181606	2				19	7181606					1	7181610	3																						5		718160801	220701	71816																															
7181701	2	3	5	1	7181701	2				1	7181721	2				21	1					1	7181722	2																5		718170101	220401	71817																															
7181702	2	3	1	1	7181701	2				21	0					1	7181722	3																						5	7181703	718170201	220401	71817																															
7181703		3		1	7181702	2																																		5		718170301	220401	71817																															
7181704	2	3		1	7181702	2																																		5		718170401	220401	71817																															
7181705	2	3	1	1	7181710	2				19	7181710																													5		718170501	212901,213301	71817																															
7181706	1	3	1	1	7181704	2																																		5		718170601	212901	71817																															
7181707	2	3	1	1	7181705	2																																		5	7181708,7181709,7181710	718170701	220401	71817																															
7181708		3	1	1	7181705	2																																		5	7181711,7181712,7181713	718170801	220401	71817																															
7181709		3	1	1	7181705	2																																		5	7181711,7181712,7181713	718170901	220401	71817																															
7181710		3	1	1	7181705	2																																		5	7181711,7181712,7181713	718171001	220401	71817																															
7181711		3	1	1	7181705	2																																		5	7181714	718171101	220401	71817																															
7181712		3	1	1	7181705	2																																		5	7181714	718171201	220401	71817																															
7181713		3	1	1	7181705	2																																		5	7181714	718171301	220401	71817																															
7181714		3	1	1	7181705	2																																		5		718171401	220401	71817																															
7181715	2	3	1	1	7181707	2				19	7181707																													5		718171501	211101	71817																															
7181716	1	3	1	1	7181708	2																																		5		718171601	211101	71817																															
7181717	2	3	1	1	7181711	2				19	7181711																													5		718171701	211401,211501	71817																															
7181718	1	3	1	1	7181712	2																																		5		718171801	211401	71817																															
7181719	2	3	1	1	7181714	2				1	7181703	3																												5	7181720,7181730	718171901	220401	71817																															
7181720		3	1	1	7181714	2				1	7181706	3				19	7181714																							5		718172001	220401	71817																															
7181721	2	3	1	1	7181716	2				19	7181716																													5		718172101	220401	71817																															
7181722	1	3	1	1	7181717	2																																		5		718172201	220401	71817																															
7181723	2	3	1	1	7181718	2				19	7181718																													5		718172301	220101	71817																															
7181724	1	3	1	1	7181719	2																																		5		718172401	220101	71817																															
7181725	2	3	2	1	7181709	2				1	7181710	2				1	7181704	2																						5		718172501	220401	71817																															
7181726	2	3	1	1	7181705	3				41	7181714	1																												5		718172601	220401	71817																															
7181727	2	3	1	1	7181704	3				41	7181713	1																												5		718172701	212901,213301	71817																															
7181728	2	3	2	1	7181711	2				1	7181712	2				1	7181713	2				1	7181714	2																5		718172801	211101	71817																															
7181729	2	3	2	1	7181713	2				1	7181714	2																												5		718172901	211401,211501	71817																															
7181730		3	1	1	7181714	2				1	7181706	4				19	7181714																							5		718173001	220401	71817																															
7181731	2	3	1	1	7181714	2				1	7181703	4																												5	7181720,7181730	718173101	220401	71817																															
7181732	1	3	1	1	7181715	2																																		5		718173201	220401	71817																															
7181733	2	3	5	1	7181701	2				1	7181721	3				21	1					1	7181722	2																5		718173301	220401	71817																															
7181801	2	3	1	1	7181801	2																																		5		718180101	213801	71818																															
7181802	2	3	1	1	7181801	3				1	7181802	2																												5		718180201	213701	71818																															
7181803	2	3	1	1	7181803	3				1	7181804	2																												5		718180301	213701	71818																															
7181804	2	3	1	1	7181805	3				1	7181806	2																												5		718180401	213701	71818																															
7181805	2	3	1	1	7181806	3				1	7181807	2																												5		718180501	213801	71818																															
7181806	2	3	1	1	7181808	3				1	7181809	2				19	7181809																							5		718180601	213801	71818																															
7181807	2	3	1	1	7181809	3				1	7181810	2																												5		718180701	213801	71818																															
7181809	2	3	1	1	7181802	3				1	7181803	2																												5		718180901	213701	71818																															
7181810	2	3	1	1	7181804	3				1	7181805	2																												5		718181001	213701	71818																															
7181811	2	3	1	1	7181807	3				1	7181808	2																												5		718181101	213801	71818																															
7181812	2	3	1	1	7181806	3				1	7181807	2																												5		718181201	213701	71818																															
7181901	2	3		1	7181901	2																																				718190101	30039	71819																															
7181902	2	3		1	7181902	2																																				718190201	2042	71819																															
7181903	2	3		1	7181903	2																																				718190301	2058	71819																															
7181904	2	3		1	7181905	2																																		12		718190401	201801	71819																															
7181905	2	3		1	7181906	2																																				718190501	2100	71819																															
7181906	2	3		1	7181908	2																																				718190601	2100	71819																															
7181907	2	3		1	7181909	2																																				718190701	30039	71819																															
7181909	2	3	2	1	7181906	2				1	7181907	2				1	7181908	2																						10		718190901	201801	71819																															
7181910	2	3		1	7181907	2																																				718191001	2100	71819																															
7181911	2	3	2	1	7181902	2				1	7181903	2				1	7181904	2				1	7181905	2				1	7181906	2				1	7181907	2						718191101	30039	71819																															
7182002	2	3		1	7182002	2																																		5		718200201	220801	71820																															
7182003	2	3		1	7182003	2																																		5		718200301	220401	71820																															
7182015	2	3		1	7182015	2																																		5		718201501	220401	71820																															
7182016	2	3		1	7182016	2																																		5		718201601	220801	71820																															
7182019	2	3		1	7182019	2																																		5		718201901	241001	71820																															
7182020	2	3	1	1	7182020	2				19	7182001																													5		718202001	241001	71820																															
7182021	2	3		1	7182021	2																																		5		718202101	30039	71820																															
7182022	1	3		1	7182022	2																																		5		718202201	241001	71820																															
7182023	2	3	2	1	7182003	2				1	7182007	2				1	7182012	2				1	7182014	2				1	7182015	2										5		718202301	220801	71820																															
7182024	2	3	2	1	7182007	2				1	7182012	2				1	7182014	2																						5		718202401	220401	71820																															
7182025	2	3	2	1	7182017	2				1	7182018	2				1	7182019	2				1	7182020	2				1	7182022	2										5		718202501	30039	71820																															
7182026	2	3		1	7182021	2																																		5		718202601	241001	71820																															
7182101	2	3		1	7182101	2																																		5		718210101	2064	71821																															
7182102	2	3		1	7182108	2																																		5		718210201	2402	71821																															
7182103	2	3		1	7182110	2																																		5		718210301	2064	71821																															
7182104	2	3		1	7182111	2																																		5		718210401	2064	71821																															
7182105	2	3		1	7182110	2																																		5		718210501	2402	71821																															
7182201	2	3		1	7182201	2																																		5		718220101	221101	71822																															
7182202	2	3		1	7182202	2																																		5		718220201	221101	71822																															
7182203	2	3		1	7182203	2																																		5		718220301	221101	71822																															
7182206	2	3		1	7182206	2																																		5		718220601	221101	71822																															
7182302	2	3		1	7182302	2																																				718230201	213901	71823																															
7182307	2	3		1	7182307	2																																				718230701	2003044	71823																															
7182308	2	3		1	7182308	2																																				718230801	2003044	71823																															
7182309	2	3		1	7182309	2																																				718230901	213901	71823																															
7182310	2	3		1	7182310	2																																				718231001	213801	71823																															
7182311	2	3	2	1	7182303	2				1	7182304	2				1	7182305	2				1	7182306	2																		718231101	213901	71823																															
7182401	2	3	1	1	7182401	2																																		5		718240101	220401	71824																															
7182402	2	3	1	1	7182402	2																																		5		718240201	220801	71824																															
7182403	2	3	1	1	7182413	2																																		5		718240301	220801	71824																															
7182404	2	3	4	1	7182401	3				41	7181413	1				1	7181413	2																						5		718240401	220401	71824																															
7182405	2	3	1	1	7182402	3				41	7182413	1																												5		718240501	220801	71824																															
7182406	2	3	1	1	7182405	2																																		5		718240601	1005	71824																															
7182901	2	1		42	7182901																																			5		718290101	2204																																
7182902	2	1		1	7182902	2																																		5		718290201	2204	71829																															
7182903	2	1		1	7182902	2																																		5		718290301	2201	71829																															
7182904	2	1		1	7182903	2																																		5		718290401	2201,2204	71829																															
7182905	2	1	1	1	7182904	2				19	7182901																													5		718290501	2204	71829																															
7182906	2	1		1	7182904	2																																		5		718290601	2201	71829																															
7182907	1	1		1	7182905	2																																		5		718290701	2204,2201	71829																															
7182908	2	1		1	7182906	2																																		5		718290801	2201	71829																															
7182909	2	1		1	7182906	2																																		5		718290901	2204	71829																															
7182910	2	1		1	7182907	2																																		5		718291001	2201,2204	71829																															
7182911	2	1		1	7182907	2																																		5		718291101	2201,2204	71829																															
7182912	2	1		1	7182908	2																																		5		718291201	2201,2204	71829																															
7182913	2	1		1	7182908	2																																		5		718291301	2201,2204	71829																															
7182914	2	1		1	7182909	2																																		5		718291401	2204,2201	71829																															
7190101	2	1	2	41	7190101	1																																		1		719010101	2003																																
7190201	2	1	2	41	7190201	1																																		1		719020101	2033																																
7190301	2	1	2	41	7190301	1																																		1		719030101	2016																																
7190401	2	1	2	41	7190401	1																																		1		719040101	2039																																
7190501	2	1	2	41	7190501	1																																		1		719050101	2044																																
7190601	2	1	2	41	7190601	1																																		1		719060101	2081																																
7190701	2	1	2	41	7190701	1																																		1		719070101	2045																																
7190901	2	1	2	41	7190901	1																																		1		719090101	2046																																
7191001	2	1	2	41	7191001	1																																		1		719100101	2047																																
7191101	2	1	2	41	7191101	1																																		1		719110101	1625																																
7191201	2	1	2	41	7191201	1																																		1		719120101	2054																																
7191301	2	1	2	41	7191301	1																																		1		719130101	2010																																
7191401	2	1	2	41	7191401	1																																		1		719140101	2023																																
7191501	2	1	2	41	7191501	1																																		1		719150101	2097																																
7191601	2	1	2	41	7191601	1																																		1		719160101	2013																																
7191701	2	1	2	41	7191701	1																																		1		719170101	2066																																
7191801	2	1	2	41	7191801	1																																		1		719180101	2093																																
7191901	2	1	2	41	7191901	1																																		1		719190101	2071																																
7192001	2	1	2	41	7192001	1																																		1		719200101	2306																																
7192101	2	1	2	41	7192101	1																																		1		719210101	2077																																
7192201	2	1	2	41	7192201	1																																		1		719220101	2072																																
7192301	2	1	2	41	7192301	1																																		1		719230101	2302																																
7192401	2	1	2	41	7192401	1																																		1		719240101	2308																																
7192501	2	1	2	41	7192501	1																																		1		719250101	2304																																
7192601	2	1	2	41	7192601	1																																		1		719260101	2305																																
7192701	2	1	2	41	7192701	1																																		1		719270101	2138																																
7192801	2	1	2	41	7192801	1																																		1		719280101	2200																																
7192901	2	1	2	41	7192901	1																																		1		719290101	2207																																
7193001	2	1	2	41	7193001	1																																		1		719300101	2201																																
7193101	2	1	2	41	7193101	1																																		1		719310101	2211																																
7193201	2	1	2	41	7193201	1																																		1		719320101	2209																																
7193301	2	1	2	41	7193301	1																																		1		719330101	2419																																
7193401	2	1	2	41	7193401	1																																		1		719340101	2403																																
7193501	2	1	2	41	7193501	1																																		1		719350101	2408																																
7193601	2	1	2	41	7193601	1																																		1		719360101	2422																																
7193701	2	1	2	41	7193701	1																																		1		719370101	2411																																
7193801	2	1	2	41	7193801	1																																		1		719380101	2416																																
7193901	2	1	2	41	7193901	1																																		1		719390101	2425																																
7194001	2	1	2	41	7194001	1																																		1		719400101	2426																																
7194101	2	1	2	41	7194101	1																																		1		719410101	2110																																
7194201	2	1	2	41	7194201	1																																		1		719420101	2114																																
7194301	2	1	2	41	7194301	1																																		1		719430101	2115																																
7194401	2	1	2	41	7194401	1																																		1		719440101	2116																																
7194501	2	1	2	41	7194501	1																																		1		719450101	2117																																
7194601	2	1	2	41	7194601	1																																		1		719460101	2118																																
7194701	2	1	2	41	7194701	1																																		1		719470101	2122																																
7194801	2	1	2	41	7194801	1																																		1		719480101	2431																																
7194901	2	1	2	41	7194901	1																																		1		719490101	2140																																
7195001	2	1	2	41	7195001	1																																		1		719500101	2142																																
7195101	2	1	2	41	7195101	1																																		1		719510101	2143																																
7195201	2	1	2	41	7195201	1																																		1		719520101	1624																																
7195301	2	1	1	41	7195301	1				41	7190101	1																												1		719530101	2003																																
7900001	2	3		1	7900008	2																																		6	7900002,7900003	790000101	2003052	79000																															
7900002	1	3	1	24	0	1	79000			1	7900008	2																												5		790000201	2003052	79000																															
7900003	1	3		24	0	2	79000																																	5		790000301	2003052	79000																															
7900004	2	3		1	7900006	2																																		7		790000401	2003052	79000																															
7900301	1	3		1	7900310	2																																		5		790030101	1005	79003																															
7900302	1	3		1	7900311	2																																		5		790030201	1005	79003																															
7900303	1	3		1	7900312	2																																		5		790030301	1005	79003																															
7900304	1	3		1	7900313	2																																		5		790030401	1005	79003																															
7900401	2	1		1	7900401	2																																		5		790040101	2003053	79004																															
7900402	1	1	1	1	7900401	3				1	7900417	2																												9	7900427	790040202	1005	79004																															
7900403	1	1	1	1	7900402	3				1	7900419	2																												9	7900428	790040301	1005	79004																															
7900404	1	1		1	7900404	2																																		6		790040401	164201	79004																															
7900405	2	1		1	7900402	2																																		5		790040501	2003053	79004																															
7900406	2	1		1	7900402	2																																		5		790040601	2003054	79004																															
7900407	2	1		1	7900402	2																																		5		790040701	2003055	79004																															
7900408	2	1		1	7900402	2																																		5		790040801	2003056	79004																															
7900409	2	1		1	7900401	2																																		5		790040901	2003054	79004																															
7900410	2	1		1	7900401	2																																		5		790041001	2003055	79004																															
7900411	2	1		1	7900401	2																																		5		790041101	2003056	79004																															
7900412	2	1		1	7900403	2																																		7	7900404	790041201	164201	79004																															
7900413	2	1		1	7900405	3																																		7		790041301	2003053	79004																															
7900414	2	1		1	7900406	3																																		7		790041401	2003054	79004																															
7900415	2	1		1	7900407	3																																		7		790041501	2003055	79004																															
7900416	2	1		1	7900408	3																																		7		790041601	2003056	79004																															
7900417	2	1		1	7900404	3																																		1		790041701	2003053																																
7900418	2	1		1	7900404	3																																		1		790041801	2003054																																
7900419	2	1		1	7900404	3																																		1		790041901	2003055																																
7900420	2	1		1	7900404	3																																		1		790042001	2003056																																
7900421	1	1	1	1	7900408	3				1	7900411	2				2	7900410	4																						8		790042101	1005	79004																															
7900422	1	1	1	1	7900408	3				1	7900411	3				1	7900410	2																						8		790042201	1005	79004																															
7900423	2	1		1	7900401	2																																		5		790042301	2003058	79004																															
7900424	2	1		1	7900402	2																																		5		790042401	2003058	79004																															
7900425	2	1		1	7900409	3																																		7		790042501	2003058	79004																															
7900426	2	1		1	7900404	3																																		1		790042601	2003058																																
7900427		1																																						9		790042701	1005	79004																															
7900428		1																																						9		790042801	1005	79004																															
7900501	2	1																																						5		790050101																																	
7900502	2	1		1	7900504	2																																		5		790050201	2003057																																
7900701	2	1		1	7900704	2																																		5		790070101	1005	79007																															
7900801	2	1		1	7900802	2																																		5		790080101	2003059	79008																															
7900802	2	1		1	7900804	2																																		5		790080201	1005	79008																															
9000101	2	1																																								900010101	1479	90001																															
