子任务ID	父任务ID	序列	子任务组	禁止进入联机	显示状态	[领取条件]组合	[领取条件]1类型	[领取条件]1参数1	[领取条件]1参数2	[领取条件]1参数3	[领取条件]1参数4	[领取条件]1参数5	[领取条件]2类型	[领取条件]2参数1	[领取条件]2参数2	[领取条件]2参数3	[领取条件]2参数4	[领取条件]2参数5	[领取条件]3类型	[领取条件]3参数1	[领取条件]3参数2	[领取条件]3参数3	[领取条件]3参数4	[领取条件]3参数5	[领取条件]4类型	[领取条件]4参数1	[领取条件]4参数2	[领取条件]4参数3	[领取条件]4参数4	[领取条件]4参数5	[领取条件]5类型	[领取条件]5参数1	[领取条件]5参数2	[领取条件]5参数3	[领取条件]5参数4	[领取条件]5参数5	[领取条件]6类型	[领取条件]6参数1	[领取条件]6参数2	[领取条件]6参数3	[领取条件]6参数4	[领取条件]6参数5	[完成条件]组合	[完成条件]1类型	[完成条件]1参数1	[完成条件]1参数2	[完成条件]1复杂参数	[完成条件]1次数	[完成条件]2类型	[完成条件]2参数1	[完成条件]2参数2	[完成条件]2复杂参数	[完成条件]2次数	[完成条件]3类型	[完成条件]3参数1	[完成条件]3参数2	[完成条件]3复杂参数	[完成条件]3次数	[完成条件]4类型	[完成条件]4参数1	[完成条件]4参数2	[完成条件]4复杂参数	[完成条件]4次数	[完成条件]5类型	[完成条件]5参数1	[完成条件]5参数2	[完成条件]5复杂参数	[完成条件]5次数	[完成条件]6类型	[完成条件]6参数1	[完成条件]6参数2	[完成条件]6复杂参数	[完成条件]6次数	[失败条件]组合	[失败条件]1类型	[失败条件]1参数1	[失败条件]1参数2	[失败条件]1复杂参数	[失败条件]1次数	[失败条件]2类型	[失败条件]2参数1	[失败条件]2参数2	[失败条件]2复杂参数	[失败条件]2次数	[失败条件]3类型	[失败条件]3参数1	[失败条件]3参数2	[失败条件]3复杂参数	[失败条件]3次数	[失败条件]4类型	[失败条件]4参数1	[失败条件]4参数2	[失败条件]4复杂参数	[失败条件]4次数	[失败条件]5类型	[失败条件]5参数1	[失败条件]5参数2	[失败条件]5复杂参数	[失败条件]5次数	[失败条件]6类型	[失败条件]6参数1	[失败条件]6参数2	[失败条件]6复杂参数	[失败条件]6次数	[任务指引]类型	[任务指引]自动开启或关闭	[任务指引]参数1	[任务指引]参数2	[任务指引]参数3	[任务指引]参数4	[任务指引]参数5	[任务指引]场景ID	[任务指引]样式	[任务指引]显示层级	场景内指引	完成父任务	失败父任务	是存档点	[任务道具]ID	[任务道具]数量	[执行]1类型	[执行]1参数1	[执行]1参数2	[执行]1参数3	[执行]1参数4	[执行]1参数5	[执行]2类型	[执行]2参数1	[执行]2参数2	[执行]2参数3	[执行]2参数4	[执行]2参数5	[执行]3类型	[执行]3参数1	[执行]3参数2	[执行]3参数3	[执行]3参数4	[执行]3参数5	[执行]4类型	[执行]4参数1	[执行]4参数2	[执行]4参数3	[执行]4参数4	[执行]4参数5	[执行]5类型	[执行]5参数1	[执行]5参数2	[执行]5参数3	[执行]5参数4	[执行]5参数5	[失败执行]1类型	[失败执行]1参数1	[失败执行]1参数2	[失败执行]1参数3	[失败执行]1参数4	[失败执行]1参数5	[失败执行]2类型	[失败执行]2参数1	[失败执行]2参数2	[失败执行]2参数3	[失败执行]2参数4	[失败执行]2参数5	[失败执行]3类型	[失败执行]3参数1	[失败执行]3参数2	[失败执行]3参数3	[失败执行]3参数4	[失败执行]3参数5	[失败执行]4类型	[失败执行]4参数1	[失败执行]4参数2	[失败执行]4参数3	[失败执行]4参数4	[失败执行]4参数5	[失败执行]5类型	[失败执行]5参数1	[失败执行]5参数2	[失败执行]5参数3	[失败执行]5参数4	[失败执行]5参数5	[开始执行]1类型	[开始执行]1参数1	[开始执行]1参数2	[开始执行]1参数3	[开始执行]1参数4	[开始执行]1参数5	[开始执行]2类型	[开始执行]2参数1	[开始执行]2参数2	[开始执行]2参数3	[开始执行]2参数4	[开始执行]2参数5	[开始执行]3类型	[开始执行]3参数1	[开始执行]3参数2	[开始执行]3参数3	[开始执行]3参数4	[开始执行]3参数5	[开始执行]4类型	[开始执行]4参数1	[开始执行]4参数2	[开始执行]4参数3	[开始执行]4参数4	[开始执行]4参数5	[开始执行]5类型	[开始执行]5参数1	[开始执行]5参数2	[开始执行]5参数3	[开始执行]5参数4	[开始执行]5参数5	独占NPC	共享NPC	独占优先级	试用角色列表	加载技能组	独占情境ID	CoopPointID
7081503	70815	3					1	7081502	3																																			20			1331027901	1																																																									1		Q70815SixHide	60				3	2	2				1																																																															19	3	133102790,2																												2056,2306,2308		1100				
7081504	70815	4					1	7081503	3																																			20			1331027902	1																																																									1		Q70815SixFound	30				3	2	2																																																																			19	3	133102790,4																												2056,2306,2308		1100				
7081505	70815	5					1	7081504	3																																			2	7081507																																																												2		2308					3	2	2				1																																																																																													2056,2306,2308		1100				
7081506	70815	6		1			1	7081505	3																																			4	7081506																														8	7081506																													2		2308					3	2	2																																					14	7081505																																																											2056,2306,2308		1100				
7081507	70815	7					1	7081506	3																																			20			1331027903	1																																																									1		Q70815SixRun7	30				3	2	2				1																																																															19	3	133102790,3																												2056,2306,2308		1100				
7081508	70815	8					1	7081507	3																																			2	7081508																																																												2		2308					3	2	2				1			19	3	133102790,1				29	100560																																																																																			2056,2306,2308		1100				
7081509	70815	9					1	7081508	3																																			2	7081509																														2	7081511																													2		2308					3	2	2				1	100594	1																																																																																											2308,2306,2056		1100				
7081510	70815	10				1	1	7081508	3																																			2	7081511																														2	7081509																													2		2056					3	3	2		1		1			29	100560					29	100594					35	28100	4																																																																												2056,2306,2308		1100				
7081511	70815	11				1	1	7081509	3																																			2	7081512																																																												2		2056					3	3	2		1		1			29	100594					35	28100	4																																																																																		2056,2306,2308		1100				
7081601	70816	1				1	38	7081601	3				1	37203	3				2	2060101	3																																																																																				2		1413					3	1	2				1																																																																																														1413	1100				
7081602	70816	2	1				1	7081601	3																																			20	7081601		1330035991	1																																																									1		Q20601JackRescue	50				3	2	2				1	100602	1	23	7081604	1																																																																																									1413	1100				
7081603	70816	3	1				1	7081601	3																																			20	7081601		1330036001	1																																																									1		Q20601CampPos	50				3	2	2				1	100603	1	23	7081604	1																																																										19	3	133003600,2																														1100				
7081604	70816	4			1	1	1	7081601	3																																			24	7081604			2																																																																3	2	2	1			1			23	7081605	1																																																																																										1100				
7081605	70816	5			1	1	1	7081601	3																																			24	7081605			1																																																																3	2	2	1			1																																																															19	3	133003599,2				19	3	133003600,2																								1100				
7081606	70816	6				1	1	7081605	3																																			2	7081603																																																												2		1413					3	3	2		1		1			29	100602					29	100603																																																																																				1413	1100				
7082101	70821	1				1	1	39604	3				38	7082103																																																																																											2		1417					3	1	1				1			19	3	133007902,2																																																																																									1417	1200				
7082102	70821	2	1				1	7082101	3																																			6	1177																																																												1		Q70821Target1	20				3	4	2							23	7082107	1																																																																																														
7082103	70821	3	1				1	7082101	3																																			6	1181																																																												1		Q70821Target2	20				3	4	2							23	7082107	1																																																																																														
7082104	70821	4	1				1	7082101	3																																			6	1182																																																												1		Q70821Target3	20				3	4	2							23	7082107	1																																																																																														
7082105	70821	7	2			1	1	7082102	3				1	7082103	3				1	7082104	3																							5	101003			3																																																									1		Q70821Target1	20				3	4	2				1																																																																																																			
7082106	70821	8					1	7082105	3																																			2	7082102																														111	101003	3																												2		1417					3	3	2		1		1			1	101003	3																												14	7082105																																																												1417	1200				
7082107	70821	5			1		1	7082101	3																																			24	7082107			3																																																																									23	7082108	1																																																																																														
7082108	70821	6			1		1	7082101	3																																			24	7082108			1																																																																						1																																																																																																			
7082201	70822	1			1	5	1	101609	3				1	1200309	3				38	7082211					38	7082212																	2																																																														2		2012					3	1	1				1																																																																																																			
7082202	70822	2					1	7082201	3																																		2	2	7082202				2	7082222																																																							2		2082					3	2	2				1																																																																																														2077,2072,2046,2082,2099,2085,2012,2013					
7082203	70822	3					1	7082202	3																																			5	108070			1																																																									2		2082					3	2	2				1																																																																																														2077,2072,2046,2082,2099,2085,2012,2013					
7082204	70822	4					1	7082203	3																																			2	7082203																														111	108070	1																												2		2082					3	2	2				1			1	108070	1																												14	7082203																																																												2077,2072,2046,2082,2099,2085,2012,2013					
7082205	70822	5					1	7082204	3																																			2	7082204																																																												2		2072					3	2	2				1																																																																																														2077,2072,2046,2082,2099,2085,2012,2013					
7082206	70822	6					1	7082205	3																																			2	7082205																																																												2		2013					3	2	2				1																																																																																														2077,2072,2046,2082,2099,2085,2012,2013					
7082207	70822	7					1	7082206	3																																			2	7082206																																																												2		2072					3	2	2				1																																																																																														2077,2072,2046,2082,2099,2085,2012,2013					
7082208	70822	8					1	7082207	3																																			2	7082207																																																												2		2077					3	2	2				1																																																																																														2077,2072,2046,2082,2099,2085,2012,2013					
7082209	70822	11	1				1	7082208	3																																			2	7082208																																																												2		2085					3	2	2				1			23	7082212	1				23	7082213	1																																																																																			2077,2072,2046,2082,2099,2085,2012,2013					
7082210	70822	12					1	7082209	3																																			2	7082209																																																												2		2077					3	2	2				1																																																																																														2077,2072,2046,2082,2099,2085,2012,2013					
7082211	70822	13				1	1	7082204	3				1	7082207	3				1	7082210	3																							2	7082210																																																												2		2012					3	3	2		1		1																																																																																														2077,2072,2046,2082,2099,2085,2012,2013					
7082212	70822	9	1				1	7082208	3																																		2	2	7082214				24	7082212			1																																																				2		2099					3	2	2																																																																																																		2077,2072,2046,2082,2099,2085,2012,2013					
7082213	70822	10	1				1	7082208	3																																		2	2	7082215				24	7082213			1																																																				2		2012					3	2	2																																																																																																		2077,2072,2046,2082,2099,2085,2012,2013					
7082301	70823	1				4	1	101801	3				38	7082302					38	7082303																							2																																																														2		2099					3	1	1							19	3	133106113,2				19	3	133106050,3																																																				19	3	133106907,2				19	3	133106311,2				19	3	133106312,2																	2099					
7082302	70823	2					1	7082301	3																																			6	1178																																																												1		Q70823Target1	30				3	4	2				1																																																															19	3	133106907,2																																		
7082303	70823	3					1	7082302	3																																			20			1331069071	1																																																									1		Q70823Target1	20				3	4	2																																																																																																							
7082304	70823	6					1	7082307	3																																			6	1179																																																												1		Q70823Target2	30				3	4	2				1																																																															19	3	133106311,2																																		
7082305	70823	7					1	7082304	3																																			20			1331063111	1																																																									1		Q70823Target2	20				3	4	2																																																																																																							
7082306	70823	4					1	7082303	3																																			6	1180																																																												1		Q70823Target3	30				3	4	2				1																																																															19	3	133106312,2																																		
7082307	70823	5					1	7082306	3																																			20			1331063121	1																																																									1		Q70823Target3	20				3	4	2																																																																																																							
7082308	70823	8				1	1	7082303	3				1	7082305	3				1	7082307	3																							2	7082305																																																												2		2099					3	3	2		1		1			19	3	133106050,1				19	3	133106113,1																																																																																			2099					
7082401	70824	1			1		1	39604	3																																		2	2	7082402				2	7082403																																																							2		1531					3	1	1				1			19	1018	201018902,2																																																																																									1596,1595,1531	1200				
7082402	70824	2				2	38	7082402					38	7082403																														17	1018																																																												2		1531					1018	2	2							19	1018	201018902,2																																																																																								1596,1595,1531		1200				
7082403	70824	3	1				1	7082402	3																																			20			2010189021	4																																																									1		Q70824Target	40				1018	4	2				1																																																															19	1018	201018902,2																												1596,1595,1531		1200				
7082404	70824	4					1	7082403	3																																			2	7082404																																																												2		1531					1018	3	2		1		1																																																																																													1596,1595,1531		1200				
7082501	70825	1			1		1	39604	3				38	7082502																																																																																											2		1433					3	1	1																																																																																																		1433	1200				
7082502	70825	2					1	7082501	3																																			4	7082502																																																												1		Q70825Target1	30				3	4	2				1																																																															19	3	133003913,2																														1200				
7082503	70825	3					1	7082502	3																																			20			1330039131	1																																																									1		Q70825Target1	30				3	4	2																																																																			15	3	133003913																														1200				
7082504	70825	4					1	7082503	3																																			4	7082504																																																												1		Q70825Target2	30				3	4	2				1																																																															19	3	133001912,2																														1200				
7082505	70825	5					1	7082504	3																																			20			1330019121	1																																																									1		Q70825Target2	30				3	4	2																																																																			15	3	133001912																														1200				
7082506	70825	6					1	7082505	3																																			4	7082506																																																												1		Q70825Target3	30				3	4	2				1																																																															19	3	133001913,2																														1200				
7082507	70825	7					1	7082506	3																																			20			1330019131	1																																																									1		Q70825Target3	30				3	4	2																																																																			15	3	133001913																														1200				
7082508	70825	8					1	7082507	3																																			2	7082506																																																												2		1433					3	3	2		1		1																																																																																														1433	1200				
7090101	70901	1			1	2	38	7090101																																				2	7090101																																																																							1																																																																																																					
7090201	70902	1			1	2	38	7090201																																				2	7090201																																																																							1																																																																																																					
7090301	70903	1			1	2	38	7090301																																				2	7090301																																																																							1																																																																																																					
7090401	70904	1			1	2	38	7090401																																				2	7090401																																																																							1																																																																																																					
7090501	70905	1			1	2	38	7090501																																				2	7090501																																																																							1																																																																																																					
7090601	70906	1			1	2	38	7090601																																				2	7090601																																																																							1																																																																																																					
7090701	70907	1			1	2	38	7090701																																				2	7090701																																																																							1																																																																																																					
7090801	70908	1			1	2	38	7090801																																				2	7090801																																																																							1																																																																																																					
7090901	70909	1			1	2	38	7090901																																				2	7090901																																																																							1																																																																																																					
7091001	70910	1			1	2	38	7091001																																				2	7091001																																																																							1																																																																																																					
7091101	70911	1			1	2	38	7091101																																				2	7091101																																																																							1																																																																																																					
7091201	70912	1			1	2	38	7091201																																				2	7091201																																																																							1																																																																																																					
7091301	70913	1			1	2	38	7091301																																				2	7091301																																																																							1																																																																																																					
7091401	70914	1			1	2	38	7091401																																				2	7091401																																																																							1																																																																																																					
7091501	70915	1			1	2	38	7091501																																				2	7091501																																																																							1																																																																																																					
7091601	70916	1			1	2	38	7091601																																				2	7091601																																																																							1																																																																																																					
7091701	70917	1			1	2	38	7091701																																				2	7091701																																																																							1																																																																																																					
7091801	70918	1			1	2	38	7091801																																				2	7091801																																																																							1																																																																																																					
7091901	70919	1			1	2	38	7091901																																				2	7091901																																																																							1																																																																																																					
7092001	70920	1			1	2	38	7092001																																				2	7092001																																																																							1																																																																																																					
7092101	70921	1			1	2	38	7092101																																				2	7092101																																																																							1																																																																																																					
7092201	70922	1			1	2	38	7092201																																				2	7092201																																																																							1																																																																																																					
7092301	70923	1			1	2	38	7092301																																				2	7092301																																																																							1																																																																																																					
7092401	70924	1			1	2	38	7092401																																				2	7092401																																																																							1																																																																																																					
7092501	70925	1			1	2	38	7092501																																				2	7092501																																																																							1																																																																																																					
7092601	70926	1			1	2	38	7092601																																				2	7092601																																																																							1																																																																																																					
7092701	70927	1			1	2	38	7092701																																				2	7092701																																																																							1																																																																																																					
7092801	70928	1			1	2	38	7092801																																				2	7092801																																																																							1																																																																																																					
7092901	70929	1			1	2	38	7092901																																				2	7092901																																																																							1																																																																																																					
7093001	70930	1			1	2	38	7093001																																				2	7093001																																																																							1																																																																																																					
7093101	70931	1			1	2	38	7093101																																				2	7093101																																																																							1																																																																																																					
7093201	70932	1			1	2	38	7093201																																				2	7093201																																																																							1																																																																																																					
7093301	70933	1			1	2	38	7093301																																				2	7093301																																																																							1																																																																																																					
7093401	70934	1			1	2	38	7093401																																				2	7093401																																																																							1																																																																																																					
7093501	70935	1			1	2	38	7093501																																				2	7093501																																																																							1																																																																																																					
7093601	70936	1			1	2	38	7093601																																				2	7093601																																																																							1																																																																																																					
7093701	70937	1			1	2	38	7093701																																				2	7093701																																																																							1																																																																																																					
7093801	70938	1			1	2	38	7093801																																				2	7093801																																																																							1																																																																																																					
7093901	70939	1			1	2	38	7093901																																				2	7093901																																																																							1																																																																																																					
7094001	70940	1			1	2	38	7094001																																				2	7094001																																																																							1																																																																																																					
7094101	70941	1			1	2	38	7094101																																				2	7094101																																																																							1																																																																																																					
7094201	70942	1			1	2	38	7094201																																				2	7094201																																																																							1																																																																																																					
7100001	71000	1					1	99902	3																																			20			finish_133101248_zhiyin	1																																																									1		Q133101248zhiyin	45				3		2																																																																																																							
7100002	71000	2					1	99902	3																																			20			finish_133101248	1																																																									1		Q133101248wanfa	25				3		2		1																																																																																																					
7100301	71003	1					1	99902	3																																			20			finish_133102091_zhiyin	1																																																											Q133102091zhiyin	45				3		2																																																																																																							
7100302	71003	2					1	99902	3																																			20			finish_133102091	1																																																											Q133102091wanfa	25				3		2		1																																																																																																					
7100501	71005	1			1		44	10001	1																																			2	7100501																																																												2		1006					1004	2	2	1			1			15	3	133104621																																																																																														
7100502	71005	2			1		44	10001	1																																			20			7100502_end	1																																																																			1			1			23	7100521	1																																																																																														
7100503	71005	2			1		44	10001	1																																			20			7100503_end	1																																																																			1			1			23	7100521	1																																																																																														
7100504	71005	2			1		44	10001	1																																			20			7100504_end	1																																																																			1			1			23	7100521	1																																																																																														
7100505	71005	2			1		44	10001	1																																			20			7100505_end	1																																																																			1			1			23	7100521	1																																																																																														
7100506	71005	2			1		44	10001	1																																			20			7100506_end	1																																																																			1			1			23	7100521	1																																																																																														
7100507	71005	2			1		44	10001	1																																			20			7100507_end	1																																																																			1			1			23	7100521	1																																																																																														
7100508	71005	2			1		44	10001	1																																			20			7100508_end	1																																																																			1			1			23	7100521	1																																																																																														
7100509	71005	2			1		44	10001	1																																			20			7100509_end	1																																																																			1			1			23	7100521	1																																																																																														
7100510	71005	2			1		44	10001	1																																			20			7100510_end	1																																																																			1			1			23	7100521	1																																																																																														
7100511	71005	9			1		44	10001	1																																			20			7100511_end	1																																																																			1			1																																																																																																			
7100521	71005	8	1			2	1	7100511	3				1	7100501	3																												2	24	7100521			9	20			7100521_end	1																																																														1			1			15	3	133104621																																																																																														
7100522	71005	12					1	7100521	3																																			6	1176																																																												1		WQ71005_EnterDungeon	30				3						1																																																																																																			
7100523	71005	13					1	7100522	3																																			5	100534			1																																																									1		WQ71005_EnterTreasureRoom	30				3						1																																																																																																			
7100531	71005	21					1	7100523	3																																			2	7100502																																																																						1			1																																																																																																			
7100532	71005	22					1	7100531	3																																		2	2	7100504				2	7100513																																																							2		2013					3	2	2		1		1			33	1					29	100533,100534																																																																																			2013						
7100533	71005	22			1		1	99902	3																																		2	2	7100504				2	7100510				2	7100513				2	7100516																																													2		2211					3	2	2	1	1																																																																																																					
7100534	71005	22					1	7100531	3																																		2	2	7100510				2	7100516																																																							2		2023					3	2	2		1		1			33	2					29	100533,100534																																																																																			2023						
7100535	71005	20			1		1	7100531	3																																			2	7100505																																																												2		2023					3	2	2	1																																																																																																						
7100536	71005	20			1		1	7100531	3																																			2	7100511																																																												2		2023					3	2	2	1																																																																																																						
7100537	71005	2			1		44	10001	1																																			5	100533		7100511_end	1																																																																			1																																																																																																						
7100601	71006	6			1		44	10001	1																																			2	7100601																																																												2		2409					3	2	2				1	100537,100538	1,1																																																													28	7100601					28	7100602																													
7100602	71006	7			1		1	99902	3																																			20			133104627_brushpoint	1																																																																3	2	2	1			1																																																															19	3	133104627,2																																		
7100603	71006	8	1				1	7100601	3																																			5	100535																																																																			3	2	2	1			1																																																															19	3	133104627,3																												2409		1100				
7100604	71006	9			1		1	99902	3																																			20			133104628_pigmentpoint	1																																																																3	2	2	1			1																																																															19	3	133104628,2																																		
7100605	71006	10	1				1	7100601	3																																			5	100536																																																																			3	2	2	1			1																																																															19	3	133104628,3																												2409		1100				
7100606	71006	11				1	1	7100603	3				1	7100605	3																												2	2	7100602				2	7100606																																																							2		2409					3	2	2				1	100540	1	29	100535					29	100536																																																																																			2409		1100				
7100607	71006	12				1	1	7100606	3				1	7100608	2				8	100563	1																							24	710060701			1																																																									1		WQ71006_Gather	80				3	2	2																																																																			19	3	133104629,8				19	3	133104672,8																						2409		1100				
7100608	71006	5			1		1	7100601	2																																		2	27	7100601				27	7100602																																																							2		2409					3	2	2	1																																																																																																						
7100609	71006	14					1	7100607	3																																		1	119	1	2																																																											1		WQ71006_Trial	40				3	2	2				1			15	3	133104046																																																																																								2409		1100				
7100610	71006	15				5	1	7100606	3				1	7100617	2				3	100563	1				1	7100608	3																1	119	1	2																																																											1		WQ71006_Trial	40				3	2	2				1			15	3	133104046																																																																																								2409		1100				
7100611	71006	19				2	1	7100609	3				1	7100610	3																													20			133104046_trial_success	1																																																									1		WQ71006_Trial	30				3	2	2				1																																																																																													2409		1100				
7100612	71006	20					1	7100611	3																																			20			133104046_enter	1																																																									1		WQ71006_Enter	20				3	2	2		1		1																																																															15	3	133104046																												2409		1100				
7100613	71006	1			1		1	7100601	2																																			27	7100601																																																												2		2409					3	2	2	1						19	3	133104630,2				49	1	1																																																																																								
7100614	71006	2			1		1	7100601	2																																			27	7100602																																																												2		2409					3	2	2	1						19	3	133104631,2				49	1	1																																																																																								
7100615	71006	3			1		1	7100607	2																																			5	100563			1																																																									1		WQ71006_Trial	40				3	2	2	1						23	710060701	1																																																																																														
7100616	71006	4			1		1	7100607	2																																		4	5	100540			1	27	7100601				27	7100602																																																		1		WQ71006_Trial	40				3	2	2	1						23	710060701	1																																																																																														
7100617	71006	16			1	1	1	7100606	3				2	7100607	2				2	7100607	3				2	7100607	4																1	27	7100601				27	7100602																																																							2		2409					3	2	2	1																																																																																																						
7100618	71006	17			1	2	1	7100609	2				1	7100610	2																													20			133104046_enter	1																																																									2		2409					3	2	2	1			1																																																																																																			
7100619	71006	18			1	2	1	7100609	3				1	7100610	3																													2	7100610																																																												2		2409					3	2	2	1																																																																																																						
7100620	71006	13			1	1	1	7100606	3				1	7100607	2				8	100563	1																							24	710060701			1																																																									1		WQ71006_Gather	80				3	2	2	1			1																																																																																																			
7100701	71007	1			1		1	7100612	3																																			2	7100701																																																												2		2409					3	2	2	1	1		1	100539	1																																																																																																	
7100801	71008	1			1		38	7100802																																				2	7100802																																																												2		20129					3						1																																																																																													20129						
7100802	71008	28				2	1	7100850	3				1	7100851	3																												2	4	7100802																														8	7100802																													1		Q71008_Check_01	60				3	2	2				1																																																																																													20129						
7100803	71008	29					1	7100802	4																																			2	7100809																														2	7100832																													2		20129					3	2	2				1			14	7100802																																																																																									20129						
7100804	71008	4			1	1	1	7100802	4																																		2	2	7100809																														2	7100810																																							1			1																																																																																													20129						
7100805	71008	5			1	4	1	7100802	4				1	7100804	3				1	7100838	3																						2	2	7100809																														2	7100810																																							1			1																																																																																													20129						
7100806	71008	6			1	4	1	7100802	4				1	7100805	3				1	7100839	3																						2	2	7100832																														2	7100833																																							1			1																																																																																													20129						
7100807	71008	30				2	1	7100806	3				1	7100840	3																													2	7100808																																																												1		Q71008_Afei_01	30				3	2	2				1																																																																																													20129						
7100808	71008	32				2	1	7100834	3																																			4	7100808																														8	7100808																													1		Q71008_Check_02	60				3	2	2				1																																																																																													20129						
7100809	71008	33					1	7100808	4																																			2	7100809																														2	7100832																													2		20129					3	2	2				1			14	7100808																																																																																									20129						
7100810	71008	10			1	1	1	7100808	4																																			2	7100809																														2	7100810																																							1			1																																																																																													20129						
7100811	71008	11			1	4	1	7100808	4				1	7100810	3				1	7100841	3																							2	7100809																														2	7100810																																							1			1																																																																																													20129						
7100812	71008	12			1	4	1	7100808	4				1	7100811	3				1	7100842	3																							2	7100832																														2	7100833																																							1			1																																																																																													20129						
7100813	71008	34				2	1	7100812	3				1	7100843	3																													2	7100815																																																												1		Q71008_Afei_02	30				3	2	2				1																																																																																													20129						
7100814	71008	36					1	7100835	3																																		2	4	7100816																														8	7100816																													1		Q71008_Check_03	60				3	2	2				1																																																																																													20129						
7100815	71008	37					1	7100814	4																																			2	7100809																														2	7100832																													2		20129					3	2	2				1			14	7100814																																																																																									20129						
7100816	71008	16			1	1	1	7100814	4																																			2	7100809																														2	7100810																																							1			1																																																																																													20129						
7100817	71008	17			1	4	1	7100814	4				1	7100816	3				1	7100844	3																							2	7100809																														2	7100810																																							1			1																																																																																													20129						
7100818	71008	18			1	4	1	7100814	4				1	7100817	3				1	7100845	3																							2	7100832																														2	7100833																																							1			1																																																																																													20129						
7100819	71008	38				2	1	7100818	3				1	7100846	3																													2	7100820																																																												1		Q71008_Afei_03	30				3	2	2				1																																																																																													20129						
