ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]1参数4	[使用]1参数5	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	自动进包	是否分开掉落	饱食度参数	摧毁规则	摧毁返还道具	摧毁返还数量	组ID	强制获得提示
113016	2	1	113	70600054				怪物材料	14			2000														4								
113017	2	1	113	70600055				怪物材料	14			2000														5								
113018	2	1	113	70600055				怪物材料	14			2000														5								
113019	2	1	113	70600055				怪物材料	14			2000														5								
113020	2	1	113	70600054				怪物材料	14			2000														4								
113021	2	1	113	70600054				怪物材料	5			2000														4								
113022	2	1	113	70600054				怪物材料	14			2000														4								
114001	2	1	132	70600052				武器突破材料	14			2000														2				1				
114002	2	1	132	70600053				武器突破材料	14			2000														3				1				
114003	2	1	132	70600054				武器突破材料	14			2000														4								
114004	2	1	133	70600055				武器突破材料	14			2000														5								
114005	2	1	133	70600052				武器突破材料	14			2000														2				1				
114006	2	1	133	70600053				武器突破材料	14			2000														3				1				
114007	2	1	134	70600054				武器突破材料	14			2000														4								
114008	2	1	134	70600055				武器突破材料	14			2000														5								
114009	2	1	134	70600052				武器突破材料	14			2000														2				1				
114010	2	1	135	70600053				武器突破材料	14			2000														3				1				
114011	2	1	135	70600054				武器突破材料	14			2000														4								
114012	2	1	135	70600055				武器突破材料	14			2000														5								
114013	2	1	136	70600052				武器突破材料	14			2000														2				1				
114014	2	1	136	70600053				武器突破材料	14			2000														3				1				
114015	2	1	136	70600054				武器突破材料	14			2000														4								
114016	2	1	137	70600055				武器突破材料	14			2000														5								
114017	2	1	137	70600052				武器突破材料	14			2000														2				1				
114018	2	1	137	70600053				武器突破材料	14			2000														3				1				
114019	2	1	138	70600054				武器突破材料	14			2000														4								
114020	2	1	138	70600055				武器突破材料	14			2000														5								
114021	2	1	138	70600052				武器突破材料	14			2000														2				1				
114022	2	1	139	70600053				武器突破材料	14			2000														3				1				
114023	2	1	139	70600054				武器突破材料	14			2000														4								
114024	2	1	139	70600055				武器突破材料	14			2000														5								
115001	2							废弃道具	12			2000	99				20	7000600																
115002	2							废弃道具	12			2000	99	1			20	7000700																
115003	2							废弃道具	12			2000	99	1			20	7000800																
115004	2							废弃道具	12			2000	99	1			20	7000900																
115005	2							废弃道具	12			2000	99	1			20	7001000																
115006	2							废弃道具	12			2000	99	1			20	7001100																
115007	2							废弃道具	12			2000	99	1			20	7001200																
115008	2							废弃道具	12			2000	99	1			20	7001300																
115009	2							废弃道具	12			2000	99	1			20	7001400																
115010	2	1						商城礼包	12			2000	99	1			20	23010000								3								
115011	2	1						商城礼包	12			2000	99	1			20	23010001								4								
115012	2	1						商城礼包	12			2000	99	1												4								
115013	2	1						自选道具	22			2000	99				35	104112:1,104122:1,104142:1,104152:1,104162:1,104172:1								3								
115014	2	1						自选道具	22			2000	99													4								
115015	2	1						自选道具	22			2000	99													5								
115016	2	1						自选道具	22			2000	99													2								
115017	2	1						自选道具	22			2000	99				35	104302:1,104305:1,104308:1,104311:1,104314:1,104317:1								3								
115018	2	1						自选道具	22			2000	99													4								
115019	2	1						商城礼包	12			2000	99	1			20	23010100								3								
115020	2	1						商城礼包	12			2000	99	1			20	23010101								3								
115021	2	1						商城礼包	12			2000	99	1			20	23010102								4								
115022	2	1						商城礼包	12			2000	99	1			20	23010103								4								
115023	2	1						商城礼包	12			2000	99	1			20	23010104								3								
115024	2	1						自选道具	22			2000	99				35	114001:1,114005:1,114009:1,114013:1,114017:1,114021:1								2								
115025	2	1						自选道具	22			2000	99				35	114002:1,114006:1,114010:1,114014:1,114018:1,114022:1								3								
115026	2	1						自选道具	22			2000	99				35	114003:1,114007:1,114011:1,114015:1,114019:1,114023:1								4								
115027	2	1						自选道具	22			2000	99				35	114004:1,114008:1,114012:1,114016:1,114020:1,114024:1								5								
115028	2	1						食谱	12			2000	99	1			20	23020000								3								
115029	2	1						商城礼包	12			2000	99	1			20	23010105								4								
115030	2	1						商城礼包	12			2000	99	1			20	23010106								3								
115031	2	1						自选道具	22			2000	99				35	101101:1,101102:1,101103:1,101104:1,101105:1								4								
116001	2							战令经验	5			2000	99													3								
116002	2	1						战令礼包	17			2000	99				27	11409,12409,14405,15409,13405								4								
116003	2	1						废弃道具	17			2000	99													3								
116004	2	1						战令礼包	17			2000	99				26	750000,750001,750002								3								
116005	2	1						战令礼包	17			2000	99				26	750003,750004,750005								4								
116006	2	1						战令礼包	17			2000	99				26	750010,750011,750012								3								
116007	2	1						战令礼包	17			2000	99				26	750013,750014,750015								4								
116008	2	1						废弃道具	17			2000	99													3								
116009	2	1						废弃道具	17			2000	99													3								
117001	2	1						圣遗物宝箱	12			2000	99				20	23000000								3								
117002	2	1						圣遗物宝箱	12			2000	99				20	23000001								4								
117003	2	1						圣遗物宝箱	12			2000	99				20	23000002								5								
117004	2	1						圣遗物宝箱	12			2000	99				20	23000003								4								
117005	2	1						圣遗物宝箱	12			2000	99				20	23000004								5								
118001	2	1						生日蛋糕	12			2000	99				20	23001000								4								
118002	2	1						生日蛋糕	5			2000														4								
140001	2							风之翼	18			1000	99	1			28	140001								4								
140002	2							风之翼	18			1000	99	1			28	140002								4								
140003	2							风之翼	18			1000	99	1			28	140003								4								
140004	2							风之翼	18			1000	99	1			28	140004								4								
140005	2							风之翼	18			1000	99	1			28	140005								4								
140006	2							风之翼	18			1000	99	1			28	140006								4								
140007	2							风之翼	18			1000	99	1			28	140007								4								
200001	2	1	6	70600053				活动掉落物	4			9999														3								
200002	2	1	6	70600053				活动掉落物	4			9999														3								
200003	2	1	6	70600053				活动掉落物	4			9999														3								
200004	2			70600054				合成产物	16			9999	1				24	70800017								4								
200101	2	1	6	70600053				活动掉落物	5			9999														3								
200102	2	1	6	70600053				活动掉落物	5			9999														3								
200103	2	1	6	70600054				武器精炼道具	14			9999														4								
200104	2	1	6	70600054				武器精炼道具	14			9999														4								
200105	2	1	6	70600054				武器精炼道具	14			9999														4								
200201	2							活动BUFF	28			1	1	1			40	1								4								1
200202	2							活动BUFF	28			1	1	1			40	2								3								1
200203	2							活动BUFF	28			1	1	1			40	3								3								1
200204	2							活动BUFF	28			1	1	1			40	4								2								1
200205	2							活动BUFF	28			1	1	1			40	5								4								1
200206	2							活动BUFF	28			1	1	1			40	6								3								1
200207	2							活动BUFF	28			1	1	1			40	7								3								1
200208	2							活动BUFF	28			1	1	1			40	8								2								1
200209	2							活动BUFF	28			1	1	1			40	9								2								1
200210	2							活动BUFF	28			1	1	1			40	10								4								1
200211	2							活动BUFF	28			1	1	1			40	11								3								1
200212	2							活动BUFF	28			1	1	1			40	12								3								1
200213	2							活动BUFF	28			1	1	1			40	13								2								1
200214	2							活动BUFF	28			1	1	1			40	14								4								1
200215	2							活动BUFF	28			1	1	1			40	15								3								1
200216	2							活动BUFF	28			1	1	1			40	16								3								1
200217	2							活动BUFF	28			1	1	1			40	17								2								1
200218	2							活动BUFF	28			1	1	1			40	18								4								1
200219	2							活动BUFF	28			1	1	1			40	19								3								1
200220	2							活动BUFF	28			1	1	1			40	20								3								1
200221	2							活动BUFF	28			1	1	1			40	21								2								1
200222	2							活动BUFF	28			1	1	1			40	22								4								1
200223	2							活动BUFF	28			1	1	1			40	23								3								1
200224	2							活动BUFF	28			1	1	1			40	24								2								1
200225	2							活动BUFF	28			1	1	1			40	25								4								1
200226	2							活动BUFF	28			1	1	1			40	26								3								1
200227	2							活动BUFF	28			1	1	1			40	27								2								1
200228	2							活动BUFF	28			1	1	1			40	28								4								1
200229	2							活动BUFF	28			1	1	1			40	29								3								1
200230	2							活动BUFF	28			1	1	1			40	30								3								1
200231	2							活动BUFF	28			1	1	1			40	31								2								1
200232	2							活动BUFF	28			1	1	1			40	32								4								1
200233	2							活动BUFF	28			1	1	1			40	33								3								1
200234	2							活动BUFF	28			1	1	1			40	34								2								1
200235	2							活动BUFF	28			1	1	1			40	35								3								1
200236	2							活动BUFF	28			1	1	1			40	36								3								1
200237	2							活动BUFF	28			1	1	1			40	37								3								1
200238	2							活动BUFF	28			1	1	1												2								1
200239	2							活动BUFF	28			1	1	1												3								1
200240	2							活动BUFF	28			1	1	1												4								1
210001	2							名片	19			1000	99	1	1		29									4								1
210002	2							名片	19			1000	99	1	1		29									4								1
210003	2							名片	19			1000	99	1	1		29									4								1
210004	2							名片	19			1000	99	1	1		29									4								1
210005	2							名片	19			1000	99	1	1		29									4								1
210006	2							名片	19			1000	99	1	1		29									4								1
210007	2							名片	19			1000	99	1	1		29									4								1
210008	2							名片	19			1000	99	1	1		29									4								1
210009	2							名片	19			1000	99	1	1		29									4								1
210010	2							名片	19			1000	99	1	1		29									4								1
210011	2							名片	19			1000	99	1	1		29									4								1
210012	2							名片	19			1000	99	1	1		29									4								1
210013	2							名片	19			1000	99	1	1		29									4								1
210014	2							名片	19			1000	99	1	1		29									4								1
210015	2							名片	19			1000	99	1	1		29									4								1
210016	2							名片	19			1000	99	1	1		29									4								1
210017	2							名片	19			1000	99	1	1		29									4								1
210018	2							名片	19			1000	99	1	1		29									4								1
210019	2							名片	19			1000	99	1	1		29									4								1
210020	2							名片	19			1000	99	1	1		29									4								1
210021	2							名片	19			1000	99	1	1		29									4								1
210022	2							名片	19			1000	99	1	1		29									4								1
210023	2							名片	19			1000	99	1	1		29									4								1
210024	2							名片	19			1000	99	1	1		29									4								1
210025	2							名片	19			1000	99	1	1		29									4								1
210026	2							名片	19			1000	99	1	1		29									4								1
210027	2							名片	19			1000	99	1	1		29									4								1
210028	2							名片	19			1000	99	1	1		29									4								1
210029	2							名片	19			1000	99	1	1		29									4								1
210030	2							名片	19			1000	99	1	1		29									4								1
210031	2							名片	19			1000	99	1	1		29									4								1
210032	2							名片	19			1000	99	1	1		29									4								1
210033	2							名片	19			1000	99	1	1		29									4								1
210038	2							名片	19			1000	99	1	1		29									4								1
210039	2							名片	19			1000	99	1	1		29									4								1
210040	2							名片	19			1000	99	1	1		29									4								1
210041	2							名片	19			1000	99	1	1		29									4								1
210042	2							名片	19			1000	99	1	1		29									4								1
210043	2							名片	19			1000	99	1	1		29									4								1
210044	2							名片	19			1000	99	1	1		29									4								1
210045	2							名片	19			1000	99	1	1		29									4								1
210046	2							名片	19			1000	99	1	1		29									4								1
210047	2							名片	19			1000	99	1	1		29									4								1
210048	2							名片	19			1000	99	1	1		29									4								1
210049	2							名片	19			1000	99	1	1		29									4								1
210050	2							名片	19			1000	99	1	1		29									4								1
210051	2							名片	19			1000	99	1	1		29									4								1
210052	2							名片	19			1000	99	1	1		29									4								1
210053	2							名片	19			1000	99	1	1		29									4								1
210054	2							名片	19			1000	99	1	1		29									4								1
210055	2							名片	19			1000	99	1	1		29									4								1
210056	2							名片	19			1000	99	1	1		29									4								1
210057	2							名片	19			1000	99	1	1		29									4								1
210058	2							名片	19			1000	99	1	1		29									4								1
210059	2							名片	19			1000	99	1	1		29									4								1
210060	2							名片	19			1000	99	1	1		29									4								1
210061	2							名片	19			1000	99	1	1		29									4								1
210062	2							名片	19			1000	99	1	1		29									4								1
210063	2							名片	19			1000	99	1	1		29									4								1
210064	2							名片	19			1000	99	1	1		29									4								1
210065	2							名片	19			1000	99	1	1		29									4								1
210066	2							名片	19			1000	99	1	1		29									4								1
210067	2							名片	19			1000	99	1	1		29									4								1
210068	2							名片	19			1000	99	1	1		29									4								1
210069	2							名片	19			1000	99	1	1		29									4								1
210070	2							名片	19			1000	99	1	1		29									4								1
210071	2							名片	19			1000	99	1	1		29									4								1
210072	2							名片	19			1000	99	1	1		29									4								1
210073	2							名片	19			1000	99	1	1		29									4								1
210074	2							名片	19			1000	99	1	1		29									4								1
210075	2							名片	19			1000	99	1	1		29									4								1
210076	2							名片	19			1000	99	1	1		29									4								1
210077	2							名片	19			1000	99	1	1		29									4								1
210078	2							名片	19			1000	99	1	1		29									4								1
220001	2							小道具	21			99														3								
220002	2							小道具	21			99														3								
220003	2							小道具	21			1														4								
220004	2							小道具	21			1														4								
220005	2							小道具	21			99														4								
220006	2							小道具	21			99														3								
220007	2							小道具	5			5														4								
220008	2							小道具	21			1														4								
220009	2							小道具	21			1														4								
220013	2							小道具	21			1														4								
220014	2							小道具	21			1														4								
220015	2							小道具	21			1														4								
220016	2							小道具	21			1														4								
220017	2							小道具	21			99														3								
220018	2							小道具	21			1														4								
220019	2							小道具	21			1														4								
220020	2							小道具	21			1														4								
220021	2							小道具	21			1														4								
220022	2							小道具	21			1														4								
220023	2							小道具	21			1														4								
220024	2							小道具	21			1														4								
220025	2							小道具	21			1														4								
220026	2							小道具	21			1														5								
220027	2							小道具	21			1														4								
220028	2							小道具	21			1	1													4								
220029	2							小道具	21			99														3								
220030	2							小道具	21			99														3								
220031	2							小道具	21			99														3								
221001	2	0	10	70600021	0			小道具图纸	5			2000	1				33	22001								3	1							
221002	2	0	10	70600021	0			小道具图纸	5			2000	1				33	22002								3	1							
221003	2	0	10	70600021	0			小道具图纸	5			2000	1				32	14003								4	1							
221004	2	0	10	70600021	0			小道具图纸	5			2000	1				32	14004								4	1							
221005	2	0	10	70600021	0			小道具图纸	5			2000	1				33	22005								4	1							
221006	2	0	10	70600021	0			小道具图纸	5			2000	1				32	14006								3	1							
221007	2	0	10	70600021	0			小道具图纸	5			2000	1				33	22007								4	1							
221008	2	0	10	70600021	0			小道具图纸	5			2000	1				32	14008								4	1							
221009	2	0	10	70600021	0			小道具图纸	5			2000	1				32	14009								4	1							
221017	2	0	10	70600021	0			小道具图纸	5			2000	1				32	14017								3	1							
221010	2	0	10	70600021	0		1	武器图纸	5			2000	1				32	13011								4	1							
221011	2	0	10	70600021	0		1	武器图纸	5			2000	1				32	13012								4	1							
221012	2	0	10	70600021	0		1	武器图纸	5			2000	1				32	13013								4	1							
340000	2							时装	30			1000	99	1			41	201401								4								
340001	2							时装	30			1000	99	1			41	200301								4								
350001	2							家具套装图纸	29			1	1				39	1								4	1							
350002	2							家具套装图纸	29			1	1				39	2								4	1							
350003	2							家具套装图纸	29			1	1				39	3								4	1							
350004	2							家具套装图纸	29			1	1				39	4								4	1							
350005	2							家具套装图纸	29			1	1				39	5								4	1							
350006	2							家具套装图纸	29			1	1				39	6								4	1							
350007	2							家具套装图纸	29			1	1				39	7								4	1							
350008	2							家具套装图纸	29			1	1				39	8								4	1							
350009	2							家具套装图纸	29			1	1				39	9								4	1							
350010	2							家具套装图纸	29			1	1				39	10								4	1							
350011	2							家具套装图纸	29			1	1				39	11								4	1							
350012	2							家具套装图纸	29			1	1				39	12								4	1							
350013	2							家具套装图纸	29			1	1				39	13								4	1							
350014	2							家具套装图纸	29			1	1				39	14								4	1							
350015	2							家具套装图纸	29			1	1				39	15								4	1							
350016	2							家具套装图纸	29			1	1				39	16								4	1							
350017	2							家具套装图纸	29			1	1				39	17								4	1							
350018	2							家具套装图纸	29			1	1				39	18								4	1							
350019	2							家具套装图纸	29			1	1				39	19								4	1							
350020	2							家具套装图纸	29			1	1				39	20								4	1							
350021	2							家具套装图纸	29			1	1				39	21								4	1							
350022	2							家具套装图纸	29			1	1				39	22								4	1							
350023	2							家具套装图纸	29			1	1				39	23								4	1							
350024	2							家具套装图纸	29			1	1				39	24								4	1							
350025	2							家具套装图纸	29			1	1				39	25								4	1							
350026	2							家具套装图纸	29			1	1				39	26								4	1							
350027	2							家具套装图纸	29			1	1				39	27								4	1							
350028	2							家具套装图纸	29			1	1				39	28								4	1							
350029	2							家具套装图纸	29			1	1				39	29								4	1							
350030	2							家具套装图纸	29			1	1				39	30								4	1							
350033	2							家具套装图纸	29			1	1				39	33								4	1							
350034	2							家具套装图纸	29			1	1				39	34								4	1							
350035	2							家具套装图纸	29			1	1				39	35								4	1							
350036	2							家具套装图纸	29			1	1				39	36								4	1							
350037	2							家具套装图纸	29			1	1				39	37								4	1							
350038	2							家具套装图纸	29			1	1				39	38								4	1							
350039	2							家具套装图纸	29			1	1				39	39								4	1							
350040	2							家具套装图纸	29			1	1				39	40								4	1							
350041	2							家具套装图纸	29			1	1				39	41								4	1							
350042	2							家具套装图纸	29			1	1				39	42								4	1							
350043	2							家具套装图纸	29			1	1				39	43								4	1							
350044	2							家具套装图纸	29			1	1				39	44								4	1							
350045	2							家具套装图纸	29			1	1				39	45								4	1							
350046	2							家具套装图纸	29			1	1				39	46								4	1							
350047	2							家具套装图纸	29			1	1				39	47								4	1							
380101	2						1	家具图纸	27			1	1				38	360101								3	1							
380102	2						1	家具图纸	27			1	1				38	360102								3	1							
380201	2						1	家具图纸	27			1	1				38	360201								3	1							
380202	2						1	家具图纸	27			1	1				38	360202								3	1							
380301	2						1	家具图纸	27			1	1				38	360301								3	1							
380302	2						1	家具图纸	27			1	1				38	360302								3	1							
380401	2						1	家具图纸	27			1	1				38	360401								3	1							
380402	2						1	家具图纸	27			1	1				38	360402								3	1							
380403	2						1	家具图纸	27			1	1				38	360403								3	1							
380404	2						1	家具图纸	27			1	1				38	360404								3	1							
380405	2						1	家具图纸	27			1	1				38	360405								4	1							
381101	2						1	家具图纸	27			1	1				38	361101								3	1							
381102	2						1	家具图纸	27			1	1				38	361102								3	1							
381103	2						1	家具图纸	27			1	1				38	361103								3	1							
381104	2						1	家具图纸	27			1	1				38	361104								3	1							
381105	2						1	家具图纸	27			1	1				38	361105								3	1							
381106	2						1	家具图纸	27			1	1				38	361106								3	1							
381201	2						1	家具图纸	27			1	1				38	361201								4	1							
381202	2						1	家具图纸	27			1	1				38	361202								4	1							
381203	2						1	家具图纸	27			1	1				38	361203								4	1							
381204	2						1	家具图纸	27			1	1				38	361204								4	1							
381205	2						1	家具图纸	27			1	1				38	361205								4	1							
381206	2						1	家具图纸	27			1	1				38	361206								3	1							
381207	2						1	家具图纸	27			1	1				38	361207								3	1							
381208	2						1	家具图纸	27			1	1				38	361208								3	1							
381301	2						1	家具图纸	27			1	1				38	361301								3	1							
381302	2						1	家具图纸	27			1	1				38	361302								3	1							
381303	2						1	家具图纸	27			1	1				38	361303								3	1							
381304	2						1	家具图纸	27			1	1				38	361304								4	1							
381305	2						1	家具图纸	27			1	1				38	361305								3	1							
381306	2						1	家具图纸	27			1	1				38	361306								3	1							
381307	2						1	家具图纸	27			1	1				38	361307								2	1							
381308	2						1	家具图纸	27			1	1				38	361308								3	1							
381309	2						1	家具图纸	27			1	1				38	361309								3	1							
381310	2						1	家具图纸	27			1	1				38	361310								3	1							
381311	2						1	家具图纸	27			1	1				38	361311								3	1							
381401	2						1	家具图纸	27			1	1				38	361401								3	1							
381402	2						1	家具图纸	27			1	1				38	361402								3	1							
381501	2						1	家具图纸	27			1	1				38	361501								3	1							
382101	2						1	家具图纸	27			1	1				38	362101								4	1							
382102	2						1	家具图纸	27			1	1				38	362102								3	1							
382103	2						1	家具图纸	27			1	1				38	362103								3	1							
382104	2						1	家具图纸	27			1	1				38	362104								2	1							
382105	2						1	家具图纸	27			1	1				38	362105								3	1							
382106	2						1	家具图纸	27			1	1				38	362106								3	1							
382201	2						1	家具图纸	27			1	1				38	362201								3	1							
382202	2						1	家具图纸	27			1	1				38	362202								4	1							
382203	2						1	家具图纸	27			1	1				38	362203								4	1							
382204	2						1	家具图纸	27			1	1				38	362204								3	1							
382205	2						1	家具图纸	27			1	1				38	362205								3	1							
382206	2						1	家具图纸	27			1	1				38	362206								4	1							
382207	2						1	家具图纸	27			1	1				38	362207								4	1							
382301	2						1	家具图纸	27			1	1				38	362301								3	1							
382302	2						1	家具图纸	27			1	1				38	362302								3	1							
382303	2						1	家具图纸	27			1	1				38	362303								3	1							
382304	2						1	家具图纸	27			1	1				38	362304								3	1							
383101	2						1	家具图纸	27			1	1				38	363101								3	1							
383102	2						1	家具图纸	27			1	1				38	363102								3	1							
383103	2						1	家具图纸	27			1	1				38	363103								3	1							
383104	2						1	家具图纸	27			1	1				38	363104								3	1							
383201	2						1	家具图纸	27			1	1				38	363201								3	1							
383202	2						1	家具图纸	27			1	1				38	363202								3	1							
383203	2						1	家具图纸	27			1	1				38	363203								3	1							
383204	2						1	家具图纸	27			1	1				38	363204								3	1							
383205	2						1	家具图纸	27			1	1				38	363205								3	1							
383301	2						1	家具图纸	27			1	1				38	363301								3	1							
383302	2						1	家具图纸	27			1	1				38	363302								3	1							
383303	2						1	家具图纸	27			1	1				38	363303								3	1							
383304	2						1	家具图纸	27			1	1				38	363304								3	1							
383305	2						1	家具图纸	27			1	1				38	363305								3	1							
383306	2						1	家具图纸	27			1	1				38	363306								3	1							
383307	2						1	家具图纸	27			1	1				38	363307								3	1							
383308	2						1	家具图纸	27			1	1				38	363308								3	1							
383309	2						1	家具图纸	27			1	1				38	363309								3	1							
384101	2						1	家具图纸	27			1	1				38	364101								4	1							
384102	2						1	家具图纸	27			1	1				38	364102								4	1							
384103	2						1	家具图纸	27			1	1				38	364103								4	1							
384104	2						1	家具图纸	27			1	1				38	364104								4	1							
384105	2						1	家具图纸	27			1	1				38	364105								4	1							
384106	2						1	家具图纸	27			1	1				38	364106								4	1							
384201	2						1	家具图纸	27			1	1				38	364201								2	1							
384202	2						1	家具图纸	27			1	1				38	364202								3	1							
384203	2						1	家具图纸	27			1	1				38	364203								2	1							
384204	2						1	家具图纸	27			1	1				38	364204								2	1							
384205	2						1	家具图纸	27			1	1				38	364205								2	1							
384206	2						1	家具图纸	27			1	1				38	364206								3	1							
384207	2						1	家具图纸	27			1	1				38	364207								3	1							
384208	2						1	家具图纸	27			1	1				38	364208								4	1							
384209	2						1	家具图纸	27			1	1				38	364209								2	1							
384210	2						1	家具图纸	27			1	1				38	364210								2	1							
384211	2						1	家具图纸	27			1	1				38	364211								4	1							
390101	2						1	家具图纸	27			1	1				38	370101								2	1							
390102	2						1	家具图纸	27			1	1				38	370102								2	1							
390103	2						1	家具图纸	27			1	1				38	370103								3	1							
390104	2						1	家具图纸	27			1	1				38	370104								3	1							
390105	2						1	家具图纸	27			1	1				38	370105								3	1							
390106	2						1	家具图纸	27			1	1				38	370106								3	1							
390107	2						1	家具图纸	27			1	1				38	370107								3	1							
390108	2						1	家具图纸	27			1	1				38	370108								3	1							
390201	2						1	家具图纸	27			1	1				38	370201								3	1							
390202	2						1	家具图纸	27			1	1				38	370202								3	1							
390203	2						1	家具图纸	27			1	1				38	370203								3	1							
390204	2						1	家具图纸	27			1	1				38	370204								3	1							
390205	2						1	家具图纸	27			1	1				38	370205								3	1							
390206	2						1	家具图纸	27			1	1				38	370206								3	1							
390207	2						1	家具图纸	27			1	1				38	370207								3	1							
390208	2						1	家具图纸	27			1	1				38	370208								3	1							
390301	2						1	家具图纸	27			1	1				38	370301								3	1							
390302	2						1	家具图纸	27			1	1				38	370302								3	1							
390303	2						1	家具图纸	27			1	1				38	370303								3	1							
390304	2						1	家具图纸	27			1	1				38	370304								4	1							
390305	2						1	家具图纸	27			1	1				38	370305								3	1							
390306	2						1	家具图纸	27			1	1				38	370306								3	1							
390307	2						1	家具图纸	27			1	1				38	370307								3	1							
390308	2						1	家具图纸	27			1	1				38	370308								3	1							
390309	2						1	家具图纸	27			1	1				38	370309								3	1							
390401	2						1	家具图纸	27			1	1				38	370401								3	1							
390402	2						1	家具图纸	27			1	1				38	370402								4	1							
390501	2						1	家具图纸	27			1	1				38	370501								3	1							
390502	2						1	家具图纸	27			1	1				38	370502								2	1							
390503	2						1	家具图纸	27			1	1				38	370503								3	1							
390504	2						1	家具图纸	27			1	1				38	370504								3	1							
391101	2						1	家具图纸	27			1	1				38	371101								4	1							
391102	2						1	家具图纸	27			1	1				38	371102								3	1							
391103	2						1	家具图纸	27			1	1				38	371103								2	1							
391201	2						1	家具图纸	27			1	1				38	371201								4	1							
391202	2						1	家具图纸	27			1	1				38	371202								4	1							
391203	2						1	家具图纸	27			1	1				38	371203								4	1							
391204	2						1	家具图纸	27			1	1				38	371204								4	1							
393101	2						1	家具图纸	27			1	1				38	373101								2	1							
393102	2						1	家具图纸	27			1	1				38	373102								2	1							
393103	2						1	家具图纸	27			1	1				38	373103								2	1							
393104	2						1	家具图纸	27			1	1				38	373104								3	1							
393105	2						1	家具图纸	27			1	1				38	373105								3	1							
393106	2						1	家具图纸	27			1	1				38	373106								3	1							
393107	2						1	家具图纸	27			1	1				38	373107								2	1							
393108	2						1	家具图纸	27			1	1				38	373108								3	1							
393109	2						1	家具图纸	27			1	1				38	373109								3	1							
393110	2						1	家具图纸	27			1	1				38	373110								2	1							
393111	2						1	家具图纸	27			1	1				38	373111								3	1							
393112	2						1	家具图纸	27			1	1				38	373112								3	1							
393113	2						1	家具图纸	27			1	1				38	373113								2	1							
393114	2						1	家具图纸	27			1	1				38	373114								3	1							
393201	2						1	家具图纸	27			1	1				38	373201								3	1							
393202	2						1	家具图纸	27			1	1				38	373202								3	1							
393301	2						1	家具图纸	27			1	1				38	373301								2	1							
393302	2						1	家具图纸	27			1	1				38	373302								2	1							
393303	2						1	家具图纸	27			1	1				38	373303								3	1							
393304	2						1	家具图纸	27			1	1				38	373304								2	1							
393305	2						1	家具图纸	27			1	1				38	373305								3	1							
393306	2						1	家具图纸	27			1	1				38	373306								3	1							
393307	2						1	家具图纸	27			1	1				38	373307								2	1							
393308	2						1	家具图纸	27			1	1				38	373308								3	1							
393309	2						1	家具图纸	27			1	1				38	373309								4	1							
393310	2						1	家具图纸	27			1	1				38	373310								4	1							
393401	2						1	家具图纸	27			1	1				38	373401								3	1							
393402	2						1	家具图纸	27			1	1				38	373402								2	1							
393403	2						1	家具图纸	27			1	1				38	373403								3	1							
393404	2						1	家具图纸	27			1	1				38	373404								3	1							
393405	2						1	家具图纸	27			1	1				38	373405								3	1							
394101	2						1	家具图纸	27			1	1				38	374101								2	1							
394102	2						1	家具图纸	27			1	1				38	374102								2	1							
394103	2						1	家具图纸	27			1	1				38	374103								2	1							
394104	2						1	家具图纸	27			1	1				38	374104								2	1							
394105	2						1	家具图纸	27			1	1				38	374105								3	1							
394201	2						1	家具图纸	27			1	1				38	374201								2	1							
394202	2						1	家具图纸	27			1	1				38	374202								2	1							
394301	2						1	家具图纸	27			1	1				38	374301								3	1							
394302	2						1	家具图纸	27			1	1				38	374302								2	1							
394303	2						1	家具图纸	27			1	1				38	374303								3	1							
394304	2						1	家具图纸	27			1	1				38	374304								2	1							
394305	2						1	家具图纸	27			1	1				38	374305								3	1							
394306	2						1	家具图纸	27			1	1				38	374306								4	1							
394307	2						1	家具图纸	27			1	1				38	374307								3	1							
394308	2						1	家具图纸	27			1	1				38	374308								3	1							
394309	2						1	家具图纸	27			1	1				38	374309								3	1							
394401	2						1	家具图纸	27			1	1				38	374401								3	1							
394402	2						1	家具图纸	27			1	1				38	374402								3	1							
382208	2						1	家具图纸	27			1	1				38	362208								4	1							
390109	2						1	家具图纸	27			1	1				38	370109								4	1							
390110	2						1	家具图纸	27			1	1				38	370110								4	1							
391205	2						1	家具图纸	27			1	1				38	371205								4	1							
391206	2						1	家具图纸	27			1	1				38	371206								4	1							
391207	2						1	家具图纸	27			1	1				38	371207								4	1							
391208	2						1	家具图纸	27			1	1				38	371208								4	1							
391209	2						1	家具图纸	27			1	1				38	371209								4	1							
391210	2						1	家具图纸	27			1	1				38	371210								4	1							
391211	2						1	家具图纸	27			1	1				38	371211								4	1							
391104	2						1	家具图纸	27			1	1				38	371104								4	1							
380406	2						1	家具图纸	27			1	1				38	360406								4	1							
382209	2						1	家具图纸	27			1	1				38	362209								4	1							
393115	2						1	家具图纸	27			1	1				38	373115								2	1							
393203	2						1	家具图纸	27			1	1				38	373203								2	1							
394106	2						1	家具图纸	27			1	1				38	374106								3	1							
394107	2						1	家具图纸	27			1	1				38	374107								2	1							
394108	2						1	家具图纸	27			1	1				38	374108								2	1							
